query,gt_key1,gt_val1,gt_key2,gt_val2,gt_key3,gt_val3,gt_key4,gt_val4,gt_key5,gt_val5,gt_key6,gt_val6,gt_key7,gt_val7,gt_key8,gt_val8,gt_key9,gt_val9,gt_key10,gt_val10,gt_key11,gt_val11,,qmeans_key1,qmeans_val1,qmeans_key2,qmeans_val2,qmeans_key3,qmeans_val3,qmeans_key4,qmeans_val4,qmeans_key5,qmeans_val5,qmeans_key6,qmeans_val6,qmeans_key7,qmeans_val7,,gemma_key1,gemma_val1,gemma_key2,gemma_val2,gemma_key3,gemma_val3,gemma_key4,gemma_val4,gemma_key5,gemma_val5,gemma_key6,gemma_val6,gemma_key7,gemma_val7,gemma_key8,gemma_val8,gemma_key9,gemma_val9,,qmeans_key_match,gemma_key_match,qmeans_kv_match,gemma_kv_match,qmeans_val_any_match,gemma_val_any_match,total_gold_attrs
"101-200 KW 1 HP Bharat Bijlee Ac Motor, 1500 rpm",brand,Bharat Bijlee,part type,motor,power source,AC,power,101-200 KW,horsepower,1 HP,rpm,1500 rpm,,,,,,,,,,,,horsepower,1 hp,power,101-200 kw,speed,1500 rpm,motor type,ac,brand,bharat bijlee,product,1 hp,,,,brand,Bharat Bijlee,part type,motor,driven type,ac,horsepower,1 HP,power,101-200 KW,rpm,1500,,,,,,,,3,5,3,4,5,5,6
Auto Switch for 3 Phase Motor,part type,auto switch,usage,3 phase motor,phase,3,,,,,,,,,,,,,,,,,,phase,3 phase,usage,motor,product,auto switch,,,,,,,,,,part type,Auto Switch,phase,3 Phase,,,,,,,,,,,,,,,,2,2,0,1,1,1,3
crompton motors crompton motor 5 hp single phase,brand,crompton,part type,motor,horsepower,5 hp,phase,single,,,,,,,,,,,,,,,,power,5 hp,brand,crompton,no of phase,single phase,product,single phase,,,,,,,,brand,crompton,part type,motor,horsepower,5 hp,phase,single phase,,,,,,,,,,,,1,4,1,3,2,3,4
Motors,part type,motor,,,,,,,,,,,,,,,,,,,,,,product,motors,,,,,,,,,,,,,,part type,motor,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1
electrical motor,part type,motor,power source,electric,,,,,,,,,,,,,,,,,,,,power source,electrical,part type,motor,product,electrical motor,,,,,,,,,,part type,motor,power source,electrical,,,,,,,,,,,,,,,,2,2,1,1,1,1,2
"0.37 KW 0.5 HP Bharat Bijlee Electric Motor, 1500 rpm",brand,Bharat Bijlee,part type,motor,power source,electric,power,0.37 KW,horsepower,0.5 HP,rpm,1500 rpm,,,,,,,,,,,,power,0.37 kw,horsepower,0.5 hp,speed,1500 rpm,brand,bharat bijlee,power source,electric,,,,,,brand,Bharat Bijlee,part type,motor,power,0.37 KW,horsepower,0.5 HP,rpm,1500,driven type,electric,,,,,,,,4,5,4,4,5,5,6
Three Phase Bharat Bijlee Motor,brand,Bharat Bijlee,part type,motor,phase,3,,,,,,,,,,,,,,,,,,brand,bharat bijlee,part type,motor,phase,three phase,product,bharat bijlee motor,,,,,,,,brand,Bharat Bijlee,part type,motor,phase,Three Phase,,,,,,,,,,,,,,3,3,2,2,2,2,3
peco pk1 3 phase dol motor starter,brand,peco,part type,motor starter,model name/number,pk1,phase,3,starter type,dol,,,,,,,,,,,,,,phase,3 phase,starter type,dol,brand,peco,product,3 phase dol motor starter,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,2,0,5
Dol Motor Starter Dmc,part type,motor starter,starter type,dol,model name/number,Dmc,,,,,,,,,,,,,,,,,,material,dmc,starter type,dol,usage,motor starter,product,dol motor starter,,,,,,,,part type,motor starter,brand,Dol,model name/number,Dmc,,,,,,,,,,,,,,1,2,1,2,3,3,3
tower-fan-motor,part type,motor,usage,tower fan,,,,,,,,,,,,,,,,,,,,product,tower-fan-motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
"11 KW 15 HP Crompton Greaves Electric Motor, 1000 rpm",brand,Crompton Greaves,part type,motor,power source,electric,power,11 KW,horsepower,15 HP,rpm,1000 rpm,,,,,,,,,,,,speed,1000 rpm,power,11 kw,horsepower,15 hp,brand,crompton,power source,electric,product,crompton greaves,,,,brand,Crompton Greaves,part type,motor,power,11 KW,horsepower,15 HP,rpm,1000,,,,,,,,,,4,5,3,4,5,4,6
"3 Phase Induction Motor, 3600 rpm, 4 Pole",part type,motor,phase,3,driven type,induction,rpm,3600 rpm,poles,4,,,,,,,,,,,,,,no of phase,3 phase,speed,3600,motor type,induction,product,3 phase,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,5
Siemens Electric Motor,brand,Siemens,part type,motor,power source,electric,,,,,,,,,,,,,,,,,,power source,electric,brand,siemens,product,siemens electric motor,,,,,,,,,,brand,Siemens,part type,motor,power source,electric,,,,,,,,,,,,,,2,3,2,3,2,3,3
"3.7 KW 5 HP Crompton Greaves AC motor, 1500 rpm",brand,Crompton Greaves,part type,motor,power source,AC,power,3.7 KW,horsepower,5 HP,rpm,1500 rpm,,,,,,,,,,,,speed,1500 rpm,power,3.7 kw,horsepower,5 hp,motor type,ac,brand,crompton,product,crompton greaves,,,,brand,Crompton Greaves,part type,motor,driven type,AC,power,3.7 KW,horsepower,5 HP,rpm,1500,,,,,,,,3,5,2,4,5,5,6
Crompton,brand,Crompton,,,,,,,,,,,,,,,,,,,,,,brand,crompton,product,crompton,,,,,,,,,,,,brand,Crompton,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
Crompton Greaves Industrial Motors,brand,Crompton Greaves,part type,motor,application,industrial,,,,,,,,,,,,,,,,,,brand,crompton,usage,industrial,product,crompton greaves industrial motors,,,,,,,,,,part type,motor,brand,Crompton Greaves,usage,Industrial,,,,,,,,,,,,,,1,2,0,2,1,3,3
White Motor Starter,part type,motor starter,color,white,,,,,,,,,,,,,,,,,,,,usage,motor starter,color,white,product,motor starter,,,,,,,,,,part type,motor starter,color,White,,,,,,,,,,,,,,,,1,2,1,2,2,2,2
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-4AF10-1MA0,power,2.7 kW,,,,,,,,,,,,model name/number,1fk2106-4af10-1ma0,power,2.7 kw,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2106-4AF10-1MA0,power,2.7 kW,,,,,,,,,,,,3,4,3,2,3,2,6
CG Three Phase Crompton Greaves Flameproof Motor,brand,Crompton Greaves,part type,motor,phase,3,feature,flameproof,,,,,,,,,,,,,,,,model name/number,cg,brand,crompton,motor type,flameproof motor,phase,three phase,product,crompton greaves flameproof motor,,,,,,brand,Crompton Greaves,part type,motor,driven type,three phase,feature,flameproof,power source,three phase,,,,,,,,,,2,3,0,3,0,3,4
Makita HR-2440 Armature By PowerSpeed,brand,powerspeed,part type,armature,model name/number,HR-2440,,,,,,,,,,,,,,,,,,type of power tool,armature,brand,powerspeed,product,armature,,,,,,,,,,part type,Armature,brand,Makita,model name/number,HR-2440,driven type,By PowerSpeed,,,,,,,,,,,,1,3,1,2,2,2,3
bldc 50w 24v 3000rpm,part type,motor,driven type,bldc,power,50w,voltage,24v,rpm,3000rpm,,,,,,,,,,,,,,voltage,24v,speed,3000rpm,power,50w,motor type,bldc,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,5
Mixer Grinder Motor,part type,motor,usage,mixer grinder,,,,,,,,,,,,,,,,,,,,usage,mixer grinder,part type,motor,product,mixer grinder motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2
3000 rpm 24 v bldc 50w 24v 3000rpm,part type,motor,driven type,bldc,rpm,3000 rpm,voltage,24 v,power,50w,,,,,,,,,,,,,,voltage,24 v,speed,3000 rpm,power,50w,product,rpm,,,,,,,,rpm,3000 rpm,power,50w,voltage,24v,driven type,bldc,,,,,,,,,,,,2,4,2,3,3,3,5
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,brand,Cg,part type,motor,phase,3,power source,ac,driven type,induction,horsepower,10 hp,rpm,1440 rpm,,,,,,,,,,rated power,10 hp,speed,1440 rpm,motor type,ac induction,brand,cg,no of phase,three phase,product,three phase induction motor,,,,part type,induction motor,brand,Cg Make,driven type,ac induction,model name/number,,feature,three phase,horsepower,10 hp,rpm,1440,power,3 HP,phase,three phase,,1,6,1,1,3,1,7
motor protection cover,part type,motor protection cover,,,,,,,,,,,,,,,,,,,,,,usage,motor protection,product,motor protection,,,,,,,,,,,,part type,cover,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Dwe4235 Armature,part type,armature,model name/number,Dwe4235,,,,,,,,,,,,,,,,,,,,motor part type,armature,model number,dwe4235,product,armature,,,,,,,,,,part type,Armature,model name/number,Dwe4235,,,,,,,,,,,,,,,,0,2,0,2,2,2,2
AM Gold Motor Starter,brand,AM Gold,part type,motor starter,,,,,,,,,,,,,,,,,,,,usage,motor starter,product,motor starter,,,,,,,,,,,,part type,motor starter,brand,AM Gold,,,,,,,,,,,,,,,,0,2,0,2,1,2,2
R. S. Series Geared Motors,part type,motor,driven type,geared,series,R. S.,,,,,,,,,,,,,,,,,,series,r. s. series,product,geared motors,,,,,,,,,,,,part type,geared motors,brand,R. S.,series,R. S. Series,,,,,,,,,,,,,,1,2,0,0,0,1,3
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2104-6AF01-1SB0,power,1 kW,,,,,,,,,,,,power,1 kw,model name/number,1fk2104-6af01-1sb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2,power,1 kW,,,,,,,,,,,,3,4,3,2,3,3,6
3000  rpm 24  v 10 bldc 50w 24v 3000rpm,part type,motor,driven type,bldc,rpm,3000 rpm,voltage,24 v,power,50w,,,,,,,,,,,,,,voltage,24 v,speed,3000 rpm,power,50w,product,10,,,,,,,,rpm,3000,voltage,24 v,power,50w,driven type,bldc,,,,,,,,,,,,2,4,2,3,3,3,5
24  v 10 bldc 50w 24v 3000rpm,part type,motor,driven type,bldc,voltage,24 v,power,50w,rpm,3000rpm,,,,,,,,,,,,,,voltage,24 v,speed,3000rpm,power,50w,motor type,bldc,product,10,,,,,,voltage,24 v,driven type,bldc,power,50w,rpm,3000rpm,,,,,,,,,,,,2,4,2,4,4,4,5
makita mt240 cb203a cut off carbon brush,brand,makita,part type,carbon brush,model name/number,mt240 cb203a,usage,cut off,,,,,,,,,,,,,,,,type,cut off carbon brush,brush no.,mt240 cb203a,product,carbon brush,,,,,,,,,,brand,makita,part type,carbon brush,model name/number,mt240 cb203a,,,,,,,,,,,,,,0,3,0,3,2,3,4
2 hp gear motor,part type,motor,horsepower,2 hp,driven type,geared,,,,,,,,,,,,,,,,,,power,2 hp,motor type,gear motor,product,gear motor,,,,,,,,,,part type,motor,power,2 hp,driven type,gear,,,,,,,,,,,,,,0,2,0,1,1,2,3
Induction Motor Cg Make,brand,Cg,part type,motor,driven type,induction,,,,,,,,,,,,,,,,,,brand,cg,motor type,induction,product,induction motor,,,,,,,,,,brand,Cg,part type,Induction Motor,,,,,,,,,,,,,,,,1,2,1,1,2,1,3
Dual shaft Motor,part type,motor,feature,dual shaft,,,,,,,,,,,,,,,,,,,,product,motor,,,,,,,,,,,,,,part type,motor,driven type,dual shaft,,,,,,,,,,,,,,,,0,1,0,1,1,2,2
ac servo motor 750w,part type,motor,power source,ac,driven type,servo,power,750w,,,,,,,,,,,,,,,,power,750w,motor type,ac,usage,servo,product,ac servo motor,,,,,,,,part type,servo motor,power,750w,,,,,,,,,,,,,,,,1,2,1,1,3,1,4
ats480c66y,model name/number,ats480c66y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model name/number,ats480c66y,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1
Kirloskar Electric Motor,brand,Kirloskar,part type,motor,power source,electric,,,,,,,,,,,,,,,,,,power source,electric,brand,kirloskar,product,kirloskar electric motor,,,,,,,,,,brand,Kirloskar,part type,motor,power source,electric,,,,,,,,,,,,,,2,3,2,3,2,3,3
three  phase 1 ATS480C66Y,phase,3,model name/number,ATS480C66Y,quantity,1,,,,,,,,,,,,,,,,,,model name/number,ats480c66y,phase,three phase,product,three phase,,,,,,,,,,phase,three phase,model name/number,ATS480C66Y,,,,,,,,,,,,,,,,2,2,1,1,1,1,3
l and t mpower pro mobile motor starter,brand,l and t,part type,motor starter,series,mpower pro mobile,,,,,,,,,,,,,,,,,,brand,l and t,usage,motor starter,model name/number,mpower pro,product,mobile motor starter,,,,,,,,part type,motor starter,brand,l and t,model name/number,mpower pro,driven type,mobile,,,,,,,,,,,,1,2,1,2,2,2,3
zd motor 25 w small ac geared motors 220v,part type,motor,power source,ac,driven type,geared,power,25 w,voltage,220v,size,small,,,,,,,,,,,,voltage,220v,power,25 w,motor type,ac,brand,zd,product,ac geared motors,,,,,,part type,motor,brand,zd,driven type,ac,power,25 w,voltage,220v,size,small,feature,geared,,,,,,2,5,2,4,3,6,6
kitchen hood motor,part type,motor,usage,kitchen hood,,,,,,,,,,,,,,,,,,,,usage,kitchen,product,kitchen hood,,,,,,,,,,,,part type,motor,usage,kitchen hood,,,,,,,,,,,,,,,,1,2,0,2,1,2,2
kapcon simi cooler motor,brand,kapcon,part type,motor,usage,cooler,,,,,,,,,,,,,,,,,,usage,cooler motor,brand,kapcon,product,cooler motor,,,,,,,,,,part type,motor,brand,kapcon,usage,cooler,,,,,,,,,,,,,,2,3,1,3,1,3,3
Jayashree Rotory Encoder Hollow Shaft,brand,Jayashree,part type,encoder,shaft diameter,hollow shaft,feature,rotary,,,,,,,,,,,,,,,,product,rotory encoder,brand,jayashree,,,,,,,,,,,,part type,Rotory Encoder,brand,Jayashree,shaft diameter,Hollow Shaft,,,,,,,,,,,,,,1,3,1,2,1,2,4
20w fan dc motor,part type,motor,power source,dc,power,20w,usage,fan,,,,,,,,,,,,,,,,power,20w,motor type,dc,usage,fan,product,dc motor,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,4
Wet Rice Grinders AUE Motors,brand,AUE,part type,motor,usage,wet rice grinders,,,,,,,,,,,,,,,,,,usage,rice grinders,product,wet rice grinders,,,,,,,,,,,,part type,motors,brand,AUE,usage,Wet Rice Grinders,,,,,,,,,,,,,,1,3,0,2,1,2,3
Electronic Starter,part type,starter,feature,electronic,,,,,,,,,,,,,,,,,,,,power source,electronic,feeder type,starter,product,electronic starter,,,,,,,,,,part type,starter,,,,,,,,,,,,,,,,,,0,1,0,1,2,1,2
AC Synchronous Motors,part type,motor,power source,AC,driven type,synchronous,,,,,,,,,,,,,,,,,,motor type,ac,product,ac synchronous motors,,,,,,,,,,,,part type,motor,driven type,AC Synchronous,,,,,,,,,,,,,,,,0,2,0,1,1,1,3
Jayashree Encoder  : Hollow Shaft  J-50T,brand,Jayashree,part type,encoder,shaft diameter,hollow shaft,model name/number,J-50T,,,,,,,,,,,,,,,,product,hollow shaft,brand,jayashree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,4
Motor,part type,motor,,,,,,,,,,,,,,,,,,,,,,part type,motor,product,motor,,,,,,,,,,,,part type,motor,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
Remi Centrifuge Carbon Brush,brand,Remi,part type,carbon brush,usage,centrifuge,,,,,,,,,,,,,,,,,,type,carbon brush,brand,remi,product,remi centrifuge carbon brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,3
High po re,,,,,,,,,,,,,,,,,,,,,,,,product,po,,,,,,,,,,,,,,feature,high,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
volvo & ir l&t case vibration motor shaft,brand,volvo; ir; l&t,part type,motor shaft,feature,vibration,,,,,,,,,,,,,,,,,,motor part type,shaft,product,vibration motor,,,,,,,,,,,,brand,volvo & ir l&t,part type,motor,feature,vibration,shaft diameter,shaft,,,,,,,,,,,,0,3,0,1,0,1,3
Rawat+Induction+Motors,brand,Rawat,part type,motor,driven type,induction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brand,Rawat,part type,motors,driven type,induction,,,,,,,,,,,,,,0,3,0,2,0,2,3
havells single phase motor,brand,havells,part type,motor,phase,single,,,,,,,,,,,,,,,,,,brand,havells,part type,motor,phase,single phase,product,havells single phase motor,,,,,,,,part type,motor,brand,havells,phase,single phase,,,,,,,,,,,,,,3,3,2,2,2,2,3
HAVELLS 3 PHASE MOTORSIE2/IE3,brand,HAVELLS,part type,motor,phase,3,efficiency,IE2/IE3,,,,,,,,,,,,,,,,phase,3 phase,brand,havells,product,3 phase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,1,0,4
DHARMENDRA,,,,,,,,,,,,,,,,,,,,,,,,product,dharmendra,,,,,,,,,,,,,,brand,DHARMENDRA,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
vertical helical gear motor 5 hp,part type,motor,orientation,vertical,driven type,helical gear,horsepower,5 hp,,,,,,,,,,,,,,,,power,5 hp,motor type,helical gear,orientation,vertical,product,vertical helical gear motor,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,4
Bosch parts,brand,Bosch,part type,parts,,,,,,,,,,,,,,,,,,,,brand,bosch,product,bosch parts,,,,,,,,,,,,brand,Bosch,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2
Panasonic AC Servo Motor,brand,Panasonic,part type,motor,power source,AC,driven type,servo,,,,,,,,,,,,,,,,motor type,ac,brand,panasonic,usage,servo,product,panasonic ac servo motor,,,,,,,,brand,Panasonic,part type,servo motor,driven type,AC,,,,,,,,,,,,,,1,3,1,1,3,2,4
squirrel-cage-motors,part type,motor,driven type,squirrel cage,,,,,,,,,,,,,,,,,,,,shape,squirrel-cage-motors,product,squirrel-cage-motors,,,,,,,,,,,,part type,squirrel cage,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,2
Belimo Damper Actuator,brand,Belimo,part type,actuator,usage,damper,,,,,,,,,,,,,,,,,,brand,belimo,structure,damper actuator,product,belimo damper actuator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,3
Squirrel Cage Induction Motor tefc type,part type,motor,driven type,squirrel cage induction,feature,tefc type,,,,,,,,,,,,,,,,,,motor type,squirrel cage induction,product,squirrel cage induction motor,,,,,,,,,,,,part type,induction motor,driven type,squirrel cage,,,,,,,,,,,,,,,,0,2,0,0,1,0,3
fn20c motor,part type,motor,model name/number,fn20c,,,,,,,,,,,,,,,,,,,,model name/number,fn20c,part type,motor,product,motor,,,,,,,,,,model name/number,fn20c,,,,,,,,,,,,,,,,,,2,1,2,1,2,1,2
fireproof motor,part type,motor,feature,fireproof,,,,,,,,,,,,,,,,,,,,part type,motor,product,motor,,,,,,,,,,,,feature,fireproof,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2
Minas A6 Panasonic  Servo Motor & Driver,brand,Panasonic,part type,motor,series,Minas A6,driven type,servo,feature,with driver,,,,,,,,,,,,,,model name/number,minas a6,brand,panasonic,product,panasonic servo motor,,,,,,,,,,part type,servo motor; driver,brand,Panasonic,model name/number,Minas A6,,,,,,,,,,,,,,1,2,1,1,2,2,5
Planetary Gear Motor,part type,motor,driven type,planetary gear,,,,,,,,,,,,,,,,,,,,product,planetary gear motor,,,,,,,,,,,,,,part type,motor,driven type,planetary gear,,,,,,,,,,,,,,,,0,2,0,2,0,2,2
Squirrel Cage Induction Motor tefc type 415v,part type,motor,driven type,squirrel cage induction,feature,tefc type,voltage,415v,,,,,,,,,,,,,,,,voltage,415v,motor type,squirrel cage induction,product,squirrel cage induction motor,,,,,,,,,,driven type,squirrel cage induction,voltage,415v,part type,motor,,,,,,,,,,,,,,1,3,1,3,2,3,4
vertical helical gear motor,part type,motor,orientation,vertical,driven type,helical gear,,,,,,,,,,,,,,,,,,motor type,helical gear,orientation,vertical,product,vertical helical gear motor,,,,,,,,,,part type,motor,driven type,helical gear,orientation,vertical,,,,,,,,,,,,,,1,3,1,3,2,3,3
2 advanced features 2 10 hp mobile starter,part type,starter,horsepower,10 hp,feature,mobile advanced,,,,,,,,,,,,,,,,,,power,10 hp,product,mobile starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,3
Helical Geared Motor,part type,motor,driven type,helical geared,,,,,,,,,,,,,,,,,,,,product,helical geared motor,,,,,,,,,,,,,,part type,motor,driven type,helical geared,,,,,,,,,,,,,,,,0,2,0,2,0,2,2
dvd motor,part type,motor,usage,dvd,,,,,,,,,,,,,,,,,,,,part type,motor,product,motor,,,,,,,,,,,,part type,motor,feature,dvd,,,,,,,,,,,,,,,,1,1,1,1,1,2,2
2 hp three phase induction motor,part type,motor,horsepower,2 hp,phase,3,driven type,induction,,,,,,,,,,,,,,,,rated power,2 hp,motor type,induction motor,no of phase,three phase,product,2 hp three phase induction motor,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4
Direct oil immersed starter skn Kelson U Kit Set,brand,skn Kelson,part type,starter,starter type,direct oil immersed,feature,U Kit Set,,,,,,,,,,,,,,,,product,oil immersed starter,,,,,,,,,,,,,,part type,starter,brand,skn,driven type,oil immersed,model name/number,U Kit Set,,,,,,,,,,,,0,2,0,1,0,2,4
Rolling Shutter Motor,part type,motor,usage,rolling shutter,,,,,,,,,,,,,,,,,,,,usage,rolling shutter,product,rolling shutter motor,,,,,,,,,,,,part type,motor,usage,rolling shutter,,,,,,,,,,,,,,,,1,2,1,2,1,2,2
Delton Three Single Phase Oil Starter,brand,Delton,part type,starter,phase,single,feature,oil,,,,,,,,,,,,,,,,brand,delton,phase,three single phase,product,single phase,,,,,,,,,,part type,starter,brand,Delton,driven type,oil,phase,Single Phase,starter type,Oil,,,,,,,,,,2,3,1,2,1,3,4
Shaft Encoder,part type,encoder,feature,shaft,,,,,,,,,,,,,,,,,,,,product,shaft encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
CTV 110 Unimotion Servo Motor,brand,Unimotion,part type,motor,model name/number,CTV 110,driven type,servo,,,,,,,,,,,,,,,,model name/number,ctv 110,product,servo motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,4
Crompton Single Phase Motor,brand,Crompton,part type,motor,phase,single,,,,,,,,,,,,,,,,,,brand,crompton,part type,motor,phase,single phase,product,crompton single phase motor,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,2,0,3
crompton single phase cooler motor,brand,crompton,part type,motor,phase,single,usage,cooler,,,,,,,,,,,,,,,,usage,cooler motor,brand,crompton,phase,single phase,product,single phase cooler motor,,,,,,,,brand,crompton,part type,motor,phase,single phase,usage,cooler,,,,,,,,,,,,3,4,1,3,1,3,4
crompton greaves energy efficient motor,brand,crompton greaves,part type,motor,feature,energy efficient,,,,,,,,,,,,,,,,,,brand,crompton,product,energy efficient motor,,,,,,,,,,,,brand,crompton greaves,feature,energy efficient,,,,,,,,,,,,,,,,1,2,0,2,0,2,3
180 Watt Electro Magnetic Brake Motor,part type,motor,power,180 Watt,feature,electro magnetic brake,,,,,,,,,,,,,,,,,,power,180 watt,motor type,electro magnetic brake,product,electro magnetic brake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,3
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-5AK00-0SB0 0.12 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2104-5AK00-0SB0,power,0.12 kW,,,,,,,,,,,,power,0.12 kw,model name/number,1fk2104-5ak00-0sb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2104-5AK00-0SB0,power,0.12 kW,,,,,,,,,,,,3,4,3,2,3,2,6
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF10-0SA0 2.7 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-4AF10-0SA0,power,2.7 kW,,,,,,,,,,,,output power,2.7 kw,brand,siemens,product,servo moter,,,,,,,,,,part type,servo moter,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2106-4AF10-0SA0,power,2.7 kW,,,,,,,,,,,,1,4,1,2,2,2,6
Servo Motor,part type,motor,driven type,servo,,,,,,,,,,,,,,,,,,,,product,servo motor,,,,,,,,,,,,,,part type,servo motor,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2
copper sewing machine motor armature,part type,armature,usage,sewing machine motor,material,copper,,,,,,,,,,,,,,,,,,motor part type,armature,material type,copper,usage,sewing machine,product,sewing machine motor armature,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,2,0,3
cooler motor high speed,part type,motor,usage,cooler,feature,high speed,,,,,,,,,,,,,,,,,,usage,cooler motor,speed,high speed,product,cooler motor,,,,,,,,,,part type,motor,usage,cooler,feature,high speed,,,,,,,,,,,,,,1,3,0,3,1,3,3
cooler hee motor,part type,motor,usage,cooler,,,,,,,,,,,,,,,,,,,,usage,cooler,part type,motor,product,cooler,,,,,,,,,,part type,motor,usage,cooler,,,,,,,,,,,,,,,,2,2,2,2,2,2,2
Kerovit Ege Actuation Plate,brand,Kerovit,part type,actuation plate,series,Ege,,,,,,,,,,,,,,,,,,product,actuation,brand,kerovit,,,,,,,,,,,,part type,Actuation Plate,brand,Kerovit,model name/number,Ege,,,,,,,,,,,,,,1,2,1,2,1,3,3
ABB Soft Starters,brand,ABB,part type,starter,starter type,soft,,,,,,,,,,,,,,,,,,brand,abb,starter type,soft,product,abb soft starters,,,,,,,,,,part type,soft starters,brand,ABB,,,,,,,,,,,,,,,,2,2,2,1,2,1,3
