query,ok,key_count,attributes_json
10w deep freezer motor,True,4,"{""power"": ""10w"", ""usage"": ""deep freezer"", ""spare type"": ""motor"", ""product"": ""deep freezer motor""}"
bell crack assembly,True,2,"{""brand"": ""bell"", ""product"": ""assembly""}"
Simensh Hp400 Rpm1440,True,1,"{""model name/number"": ""hp400""}"
StarDental Starter,True,2,"{""feeder type"": ""starter"", ""product"": ""starter""}"
Start Dental Starter,True,2,"{""usage"": ""dental"", ""product"": ""starter""}"
Explosion Proof Electric Motor,True,3,"{""power source"": ""electric"", ""features"": ""explosion proof"", ""product"": ""explosion proof""}"
Industrial dc motor,True,3,"{""motor type"": ""dc"", ""usage"": ""industrial"", ""product"": ""industrial dc motor""}"
High Torque Square Geared Motor,True,3,"{""torque"": ""high torque"", ""shape"": ""square"", ""product"": ""high torque square geared motor""}"
à¤¸à¤°à¥à¤µà¥‹ à¤®à¥‹à¤Ÿà¤° à¤¸à¤ªà¥à¤²à¤¾à¤¯à¤°,True,0,{}
borewell 2h starter,True,2,"{""usage"": ""borewell"", ""product"": ""borewell""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,True,3,"{""output power"": ""2.3 kw"", ""brand"": ""siemens"", ""product"": ""servo moter""}"
Crompton Induction Motors,True,3,"{""brand"": ""crompton"", ""motor type"": ""induction"", ""product"": ""crompton induction motors""}"
nema 17 0.9 degree,True,0,{}
ABB Auto- Lek Ail 94022 A Solenoid Switch,True,2,"{""brand"": ""abb"", ""product"": ""solenoid switch""}"
Three phase,True,2,"{""phase"": ""three phase"", ""product"": ""three phase""}"
nema 17 0.9 degree 22mm lenth,True,2,"{""size"": ""22mm"", ""model name/number"": ""nema 17""}"
New Series Allen Bradley Soft Starter,True,3,"{""brand"": ""allen bradley"", ""starter type"": ""soft starter"", ""product"": ""allen bradley soft starter""}"
1 for business use piece ABB Soft Starters,True,4,"{""brand"": ""abb"", ""usage"": ""business"", ""starter type"": ""soft"", ""product"": ""abb soft starters""}"
bolero ac motor,True,2,"{""type"": ""ac"", ""product"": ""ac motor""}"
150c43nbd smc3 soft starter,True,4,"{""model name/number"": ""150c43nbd"", ""series"": ""smc3"", ""starter type"": ""soft starter"", ""product"": ""soft starter""}"
lt mk1 dol motor starter,True,3,"{""starter type"": ""dol"", ""usage"": ""motor starter"", ""product"": ""lt mk1 dol motor starter""}"
Eaton Orbital Motor,True,3,"{""brand"": ""eaton"", ""motor type"": ""orbital"", ""product"": ""orbital motor""}"
automatic gate motor,True,3,"{""automation grade"": ""automatic"", ""usage"": ""gate"", ""product"": ""automatic gate motor""}"
Door Motor .,True,2,"{""usage"": ""door"", ""product"": ""door motor""}"
23a paramoon motor starter,True,4,"{""current"": ""23a"", ""usage"": ""motor starter"", ""brand"": ""paramoon"", ""product"": ""motor starter""}"
electrical motor for boats,True,3,"{""usage"": ""boats"", ""power source"": ""electrical"", ""product"": ""electrical motor""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,True,5,"{""power"": ""0.75 kw"", ""model name/number"": ""1fk2104-5af00-1sb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
"Absolute Shaft Encoder, Series ENA 8 / 13",True,3,"{""encoder type"": ""absolute"", ""model name/number"": ""series ena 8 / 13"", ""product"": ""shaft""}"
Permanent Magnet. tech,True,3,"{""material"": ""magnet."", ""magnets type"": ""permanent"", ""product"": ""permanent magnet.""}"
INVT Servo Motor,True,3,"{""brand"": ""invt"", ""type"": ""servo"", ""product"": ""invt servo motor""}"
1.5 KW Halcyon Three Phase Induction Motor,True,5,"{""rated power"": ""1.5 kw"", ""brand"": ""halcyon"", ""motor type"": ""induction motor"", ""no of phase"": ""three phase"", ""product"": ""three phase induction motor""}"
5 sliding piece 800 kg Gate Motor,True,5,"{""set contains"": ""5"", ""weight capacity"": ""800 kg"", ""usage"": ""gate"", ""open style"": ""sliding"", ""product"": ""gate motor""}"
Synchronous Transformer,True,1,"{""product"": ""synchronous""}"
FHP Motor,True,2,"{""part type"": ""motor"", ""product"": ""fhp motor""}"
5HP Single Phase Buffing Machine Motor,True,3,"{""power"": ""5hp"", ""product"": ""buffing machine"", ""phase"": ""single phase""}"
Motor Brakes,True,1,"{""product"": ""motor brakes""}"
1hp three phase ac vibration motor,True,4,"{""power"": ""1hp"", ""motor type"": ""ac vibration motor"", ""phase"": ""three phase"", ""product"": ""vibration motor""}"
Explosion Proof Motors,True,1,"{""product"": ""explosion proof motors""}"
Aei/Marathon Motor Brush Holder,True,2,"{""motor part type"": ""brush holder"", ""product"": ""motor brush holder""}"
75 Hp Induction Motor,True,3,"{""rated power"": ""75 hp"", ""motor type"": ""induction"", ""product"": ""induction motor""}"
Squirrel Cage Motors,True,2,"{""motor type"": ""squirrel cage"", ""product"": ""squirrel cage motors""}"
Pneumatic Diaphragm Actuator,True,3,"{""actuator type"": ""diaphragm"", ""power source"": ""pneumatic"", ""product"": ""pneumatic diaphragm actuator""}"
3 phase motor starter oil free,True,3,"{""phase"": ""3 phase"", ""usage"": ""motor starter"", ""product"": ""3 phase motor starter""}"
3 phase motor starter near jodhpur oil free,True,3,"{""phase"": ""3 phase"", ""usage"": ""motor starter"", ""product"": ""3 phase motor starter""}"
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,True,5,"{""wheel size"": ""12 inch"", ""power"": ""3000w"", ""motor type"": ""dc"", ""usage"": ""scooter"", ""product"": ""motor controller""}"
helical geared motor 2hp,True,3,"{""power"": ""2hp"", ""motor type"": ""helical"", ""product"": ""helical geared motor""}"
helical geared motor 2hp near hyderabad,True,3,"{""power"": ""2hp"", ""motor type"": ""helical"", ""product"": ""helical geared motor""}"
deep electricals vibrator motor,True,2,"{""brand"": ""deep electricals"", ""product"": ""electricals vibrator motor""}"
Single Phase Digital Motor Starter,True,4,"{""display type"": ""digital"", ""usage"": ""motor starter"", ""phase"": ""single phase"", ""product"": ""single phase digital motor starter""}"
motor starter spark,True,2,"{""usage"": ""motor starter"", ""product"": ""motor starter""}"
Copper Carbon Brush For Slipring Motor,True,4,"{""motor part type"": ""brush"", ""material"": ""copper"", ""usage"": ""slipring motor"", ""product"": ""copper carbon brush""}"
750 rpm 1 0.18 kw marathon electric motor,True,4,"{""power"": ""0.18 kw"", ""speed"": ""750 rpm"", ""brand"": ""marathon"", ""product"": ""marathon electric motor""}"
Moving Magnetic Linear Motor,True,2,"{""motor type"": ""linear"", ""product"": ""linear motor""}"
Abb Used Ac Motors,True,4,"{""brand"": ""abb"", ""motor type"": ""ac"", ""condition"": ""used"", ""product"": ""used ac motors""}"
5 In 1 Magic Brush,True,2,"{""features"": ""5 in 1"", ""product"": ""brush""}"
Bonfiglioli A Series Gear Motor,True,4,"{""series"": ""a series"", ""brand"": ""bonfiglioli"", ""motor type"": ""gear motor"", ""product"": ""gear motor""}"
Industrial Electric Motor,True,3,"{""power source"": ""electric"", ""usage"": ""industrial"", ""product"": ""industrial electric motor""}"
High Speed Motor,True,3,"{""speed"": ""high speed"", ""part type"": ""motor"", ""product"": ""high speed motor""}"
"7.5 kw 10 hp havells induction motor, 1440 rpm",True,5,"{""speed"": ""1440 rpm"", ""rated power"": ""7.5 kw"", ""brand"": ""havells"", ""motor type"": ""induction"", ""product"": ""havells induction""}"
Industrial%20Motors,True,0,{}
Industrial%20Electric Motor,True,2,"{""usage"": ""industrial%20electric"", ""product"": ""motor""}"
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,True,3,"{""output power"": ""1.2kw"", ""model name/number"": ""1fk7 1fk7043-4ch7"", ""product"": ""moter""}"
electric motorized actuator,True,3,"{""power source"": ""electric"", ""actuator type"": ""motorized"", ""product"": ""electric motorized actuator""}"
armature of stanley sc-16,True,4,"{""type of power tool"": ""armature"", ""model number"": ""sc-16"", ""brand"": ""stanley"", ""product"": ""armature""}"
high power dc water motors project,True,2,"{""motor type"": ""dc"", ""product"": ""water motors""}"
high power dc water motors for project near badlapur,True,2,"{""motor type"": ""dc"", ""product"": ""water motors""}"
150HP 960 RPM ELECTRIC MOTOR,True,3,"{""power"": ""150hp"", ""speed"": ""960 rpm"", ""product"": ""electric motor""}"
30HP 960 RPM ELECTRIC MOTOR,True,2,"{""motor hp"": ""30hp"", ""product"": ""electric motor""}"
600 kg sliding gate motor,True,3,"{""weight capacity"": ""600 kg"", ""usage"": ""sliding gate"", ""product"": ""sliding gate motor""}"
75HP Face Mounted Motor Marathon,True,3,"{""power"": ""75hp"", ""brand"": ""marathon"", ""product"": ""face mounted motor""}"
high power dc motors,True,2,"{""motor type"": ""dc"", ""product"": ""high power""}"
Switch Reluctance Motor,True,2,"{""motor type"": ""reluctance motor"", ""product"": ""switch reluctance motor""}"
Tower Fan Motor,True,3,"{""part type"": ""motor"", ""usage"": ""tower fan"", ""product"": ""tower fan motor""}"
315 KW 1450 RPM ELECTEIC MOTOR,True,3,"{""speed"": ""1450 rpm"", ""power"": ""315 kw"", ""product"": ""electeic motor""}"
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,True,3,"{""model name/number"": ""1fk7 1fk7081-3bf71-1qb1"", ""motor type"": ""synchronous"", ""product"": ""synchronous motor""}"
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,True,3,"{""model name/number"": ""1fk7 1fk7081-3bf71-1rh1"", ""motor type"": ""synchronous"", ""product"": ""synchronous motor""}"
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,True,5,"{""power"": ""1"", ""speed"": ""1440 rpm"", ""brand"": ""sew"", ""phase"": ""three phase"", ""product"": ""three phase""}"
3 HP 3 Phase Induction Motor 100%copper Winding,True,3,"{""rated power"": ""3 hp 3"", ""motor type"": ""induction"", ""product"": ""3 phase induction motor""}"
Refrigerator Motor,True,3,"{""part type"": ""motor"", ""usage"": ""refrigerator"", ""product"": ""refrigerator motor""}"
220hp 960 rpm ELECTRIC MOTOR,True,3,"{""power"": ""220hp"", ""speed"": ""960 rpm"", ""product"": ""electric motor""}"
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,True,3,"{""model name/number"": ""1fk7- 1fk7103-3bc71-1qa1"", ""motor type"": ""synchronous"", ""product"": ""synchronous motor""}"
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,True,3,"{""model name/number"": ""1fk7 1fk7103-2ac71-1rh1"", ""motor type"": ""synchronous"", ""product"": ""synchronous motor""}"
Face Mounted Motor marathon 75hp,True,3,"{""power"": ""75hp"", ""mounting type"": ""face"", ""brand"": ""marathon""}"
Solenoid Switches,True,1,"{""product"": ""solenoid switches""}"
Linear Motor,True,1,"{""product"": ""linear motor""}"
200KW Flange Induction Motor,True,4,"{""rated power"": ""200kw"", ""mounting type"": ""flange"", ""motor type"": ""induction motor"", ""product"": ""induction motor""}"
valve positioner,True,2,"{""usage"": ""valve"", ""product"": ""valve positioner""}"
rotex positioner,True,3,"{""type"": ""positioner"", ""brand"": ""rotex"", ""product"": ""positioner""}"
AC Slip Ring Induction Motor,True,2,"{""motor type"": ""ac"", ""product"": ""slip ring induction motor""}"
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,True,7,"{""voltage"": ""220-240v"", ""power"": ""4hp"", ""frequency"": ""50-60hz"", ""usage"": ""air compressor"", ""power source"": ""electric"", ""no of phase"": ""single phase"", ""product"": ""single phase electric motor""}"
Crompton  1.5HP 2800RPM  Foot Mounted Motor,True,5,"{""power"": ""1.5hp"", ""full load rpm"": ""2800rpm"", ""brand"": ""crompton"", ""mounting type"": ""foot"", ""product"": ""foot mounted motor""}"
Vending machine parts geair motor DC,True,3,"{""motor type"": ""dc"", ""usage"": ""vending machine"", ""product"": ""vending machine parts""}"
15 hp motor,True,3,"{""power"": ""15 hp"", ""part type"": ""motor"", ""product"": ""15 hp motor""}"
VSI motor,True,2,"{""part type"": ""motor"", ""product"": ""motor""}"
Indo Cooler Motor Silver line,True,4,"{""usage"": ""cooler motor"", ""brand"": ""indo"", ""color"": ""silver"", ""product"": ""cooler motor""}"
motor for toto,True,2,"{""part type"": ""motor"", ""product"": ""motor""}"
"Motor Lamination V-4, 92-48-25 (R)",True,2,"{""usage"": ""motor"", ""product"": ""motor lamination""}"
DANFOSS ACTUATOR AME435,True,4,"{""device type"": ""actuator"", ""model name/number"": ""ame435"", ""brand"": ""danfoss"", ""product"": ""actuator""}"
grinding-motor,True,1,"{""product"": ""grinding-motor""}"
50 n 100 mm linear motor,True,2,"{""diameter"": ""100 mm"", ""product"": ""linear motor""}"
Toy motor 3v,True,2,"{""voltage"": ""3v"", ""product"": ""toy motor""}"
100 mm linear motor,True,2,"{""diameter"": ""100 mm"", ""product"": ""linear motor""}"
Crompton Greaves 15HP 960RPM  Foot Mounted  Motor,True,5,"{""power"": ""15hp"", ""speed"": ""960rpm"", ""brand"": ""crompton"", ""mounting type"": ""foot"", ""product"": ""foot mounted motor""}"
Crompton  2HP  2800RPM Flange Floor  Mounted  Motor,True,5,"{""speed"": ""2800rpm"", ""power"": ""2hp"", ""brand"": ""crompton"", ""mounting type"": ""flange floor mounted"", ""product"": ""floor mounted""}"
solenoid switch parts,True,1,"{""product"": ""solenoid switch""}"
Crompton  1 HP Mini Sergeant Motor,True,4,"{""power"": ""1 hp"", ""brand"": ""crompton"", ""model name/number"": ""mini sergeant"", ""product"": ""motor""}"
1450 Rpm 1 Hp Motor Cg Make,True,4,"{""power"": ""1 hp"", ""speed"": ""1450 rpm"", ""brand"": ""cg"", ""product"": ""1 hp motor""}"
"Motor Lamination V-4, 92.5-50-28",True,1,"{""product"": ""motor lamination""}"
Crompton  3HP 1440RPM  Foot Cum Flange Motor,True,6,"{""speed"": ""1440rpm"", ""power"": ""3hp"", ""brand"": ""crompton"", ""motor type"": ""cum"", ""mounting type"": ""foot"", ""product"": ""foot cum flange motor""}"
Stepper Motor Controller,True,2,"{""motor type"": ""stepper"", ""product"": ""stepper motor controller""}"
kirloskar 10 hp 1440 rpm original motor,True,4,"{""power"": ""10 hp"", ""speed"": ""1440 rpm"", ""brand"": ""kirloskar"", ""product"": ""original""}"
Single Phase Flange Mounted,True,3,"{""mounting type"": ""flange"", ""phase"": ""single phase"", ""product"": ""flange mounted""}"
PANASONIC MOTOR,True,3,"{""part type"": ""motor"", ""brand"": ""panasonic"", ""product"": ""panasonic""}"
Worm Gearbox Motors,True,2,"{""gearing arrangement type"": ""worm"", ""product"": ""worm gearbox motors""}"
Piston Nebulizer Motor,True,2,"{""product"": ""piston nebulizer"", ""compressor type"": ""piston""}"
"Motor Lamination V-6, 137-72-29",True,3,"{""usage"": ""motor"", ""model name/number"": ""v-6, 137-72-29"", ""product"": ""motor lamination""}"
Crompton 2HP  Flange Mounted  Motor,True,4,"{""power"": ""2hp"", ""brand"": ""crompton"", ""mounting type"": ""flange"", ""product"": ""flange mounted motor""}"
mgm brake motors,True,3,"{""motor type"": ""brake"", ""brand"": ""mgm"", ""product"": ""brake motors""}"
Crompton Single Phase 0.5 HP Flange Motor,True,5,"{""power"": ""0.5 hp"", ""brand"": ""crompton"", ""mounting type"": ""flange"", ""phase"": ""single phase"", ""product"": ""flange motor""}"
CG Make 1hp 1440 rpm Flange Mounted Brake Motor,True,5,"{""speed"": ""1440 rpm"", ""power"": ""1hp"", ""product"": ""flange mounted brake motor"", ""brand"": ""cg"", ""mounting type"": ""flange""}"
200HP Abb Induction Motor,True,4,"{""rated power"": ""200hp"", ""brand"": ""abb"", ""motor type"": ""induction motor"", ""product"": ""abb induction motor""}"
2800 rpm foot mounted abb electric motor,True,5,"{""speed"": ""2800 rpm"", ""brand"": ""abb"", ""power source"": ""electric"", ""mounting type"": ""foot mounted"", ""product"": ""abb electric motor""}"
Flameproof Dol Starter,True,3,"{""starter type"": ""dol"", ""features"": ""flameproof"", ""product"": ""flameproof dol starter""}"
Micromotor,True,1,"{""product"": ""micromotor""}"
75 kw 100 hp induction motor,True,1,"{""product"": ""induction motor""}"
20hp Abb Induction Motor,True,4,"{""rated power"": ""20hp"", ""brand"": ""abb"", ""motor type"": ""induction motor"", ""product"": ""abb induction motor""}"
0.25 HP 1440RPM  Ft  Single Phase Double Shaft Motor,True,1,"{""product"": ""double shaft motor""}"
Non Electric Motor,True,1,"{""product"": ""non electric motor""}"
crompton greaves motor kv ka motor dikhlayiye,True,2,"{""brand"": ""crompton"", ""product"": ""crompton greaves motor""}"
2800  rpm 4 foot  mounted abb electric motor,True,1,"{""product"": ""abb electric motor""}"
2800  rpm 4 abb electric motor,True,4,"{""speed"": ""2800 rpm"", ""brand"": ""abb"", ""power source"": ""electric"", ""product"": ""abb electric motor""}"
1 HP Texmo Taro Single Phase Motor Starter,True,5,"{""power"": ""1 hp"", ""usage"": ""motor starter"", ""phase"": ""single phase"", ""brand"": ""texmo taro"", ""product"": ""single phase motor starter""}"
Nebulizer Compressor Motor,True,3,"{""spare type"": ""compressor motor"", ""usage"": ""nebulizer"", ""product"": ""nebulizer compressor""}"
0.75 KW Godrej 1158 1HP Electric Motor,True,6,"{""power"": ""0.75 kw"", ""model name/number"": ""1158"", ""horsepower"": ""1hp"", ""power source"": ""electric"", ""brand"": ""godrej"", ""product"": ""1hp electric motor""}"
gec 10 hp 960 rpm industrial motors,True,4,"{""power"": ""10 hp"", ""speed"": ""960 rpm"", ""brand"": ""gec"", ""product"": ""industrial motors""}"
Linear Actuator Switch,True,1,"{""product"": ""linear actuator""}"
730 Frame Slipring Induction Motor,True,3,"{""frame size"": ""730"", ""motor type"": ""induction motor"", ""product"": ""induction motor""}"
noortepar manufacturing plant,True,1,"{""product"": ""manufacturing plant""}"
TEFC Motor,True,3,"{""part type"": ""motor"", ""motor type"": ""tefc"", ""product"": ""tefc motor""}"
1hp single phase ac motor,True,3,"{""power"": ""1hp"", ""no of phase"": ""single phase"", ""product"": ""single phase ac motor""}"
Motor Lamination V-3 70-41-22,True,1,"{""product"": ""motor lamination""}"
screed vibrator motor,True,1,"{""product"": ""screed vibrator motor""}"
godrej lawkim motor lk 4250,True,3,"{""brand"": ""godrej"", ""model name/number"": ""lk 4250"", ""product"": ""godrej lawkim motor""}"
Godrej Lawkim Motor LK-4250,True,3,"{""brand"": ""godrej"", ""model name/number"": ""lk-4250"", ""product"": ""godrej lawkim motor""}"
ABB 200HP Induction Motor,True,4,"{""rated power"": ""200hp"", ""brand"": ""abb"", ""motor type"": ""induction motor"", ""product"": ""induction motor""}"
High Voltage Closed Air Circuit Air Cooled TP Series Vertical Mounting Induction Motors,True,4,"{""cooling method"": ""air"", ""motor type"": ""induction"", ""series"": ""tp series"", ""product"": ""induction motors""}"
Kenstar Motor Rotor Armature,True,4,"{""brand"": ""kenstar"", ""usage"": ""motor"", ""motor part type"": ""rotor armature"", ""product"": ""motor rotor""}"
Fire Safety Solenoid,True,2,"{""usage"": ""fire safety"", ""product"": ""fire safety""}"
Induction Brake And Motor 3Hp to 100 HP,True,3,"{""rated power"": ""3hp to 100 hp"", ""motor type"": ""induction"", ""product"": ""100""}"
Printer Solenoid Switch,True,3,"{""usage"": ""printer"", ""part type"": ""solenoid switch"", ""product"": ""solenoid switch""}"
Mini Solenoid Switches,True,2,"{""size"": ""mini"", ""product"": ""solenoid switches""}"
