query,gold_key,gold_value,qmeans_value,v6_value,qmeans_match,v6_match
"3.7 KW 5 HP Crompton Greaves AC motor, 1500 rpm",part type,motor,,motor,FALSE,TRUE
"3.7 KW 5 HP Crompton Greaves AC motor, 1500 rpm",power source,AC,,,FALSE,FALSE
"3.7 KW 5 HP Crompton Greaves AC motor, 1500 rpm",power,3.7 KW,3.7 kw,3.7 KW,TRUE,TRUE
"3.7 KW 5 HP Crompton Greaves AC motor, 1500 rpm",horsepower,5 HP,5 hp,5 HP,TRUE,TRUE
"3.7 KW 5 HP Crompton Greaves AC motor, 1500 rpm",rpm,1500 rpm,,1500,FALSE,FALSE
Crompton,brand,Crompton,crompton,Crompton,TRUE,TRUE
Crompton Greaves Industrial Motors,brand,Crompton Greaves,crompton,Crompton Greaves,FALSE,TRUE
Crompton Greaves Industrial Motors,part type,motor,,motor,FALSE,TRUE
Crompton Greaves Industrial Motors,application,industrial,,,FALSE,FALSE
White Motor Starter,part type,motor starter,,motor starter,FALSE,TRUE
White Motor Starter,color,white,white,White,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,model name/number,1FK2106-4AF10-1MA0,1fk2106-4af10-1ma0,SIMOTICS S-1FK2 1FK2106-4AF10-1MA0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,power,2.7 kW,2.7 kw,2.7 kW,TRUE,TRUE
CG Three Phase Crompton Greaves Flameproof Motor,brand,Crompton Greaves,crompton,Crompton Greaves,FALSE,TRUE
CG Three Phase Crompton Greaves Flameproof Motor,part type,motor,,motor,FALSE,TRUE
CG Three Phase Crompton Greaves Flameproof Motor,phase,3,three phase,,FALSE,FALSE
CG Three Phase Crompton Greaves Flameproof Motor,feature,flameproof,,flameproof,FALSE,TRUE
Makita HR-2440 Armature By PowerSpeed,brand,powerspeed,powerspeed,Makita,TRUE,FALSE
Makita HR-2440 Armature By PowerSpeed,part type,armature,,Armature,FALSE,TRUE
Makita HR-2440 Armature By PowerSpeed,model name/number,HR-2440,,HR-2440,FALSE,TRUE
bldc 50w 24v 3000rpm,part type,motor,,,FALSE,FALSE
bldc 50w 24v 3000rpm,driven type,bldc,,,FALSE,FALSE
bldc 50w 24v 3000rpm,power,50w,50w,,TRUE,FALSE
bldc 50w 24v 3000rpm,voltage,24v,24v,,TRUE,FALSE
bldc 50w 24v 3000rpm,rpm,3000rpm,,,FALSE,FALSE
Mixer Grinder Motor,part type,motor,motor,,TRUE,FALSE
Mixer Grinder Motor,usage,mixer grinder,mixer grinder,,TRUE,FALSE
3000 rpm 24 v bldc 50w 24v 3000rpm,part type,motor,,,FALSE,FALSE
3000 rpm 24 v bldc 50w 24v 3000rpm,driven type,bldc,,bldc,FALSE,TRUE
3000 rpm 24 v bldc 50w 24v 3000rpm,rpm,3000 rpm,,3000 rpm,FALSE,TRUE
3000 rpm 24 v bldc 50w 24v 3000rpm,voltage,24 v,24 v,24v,TRUE,FALSE
3000 rpm 24 v bldc 50w 24v 3000rpm,power,50w,50w,50w,TRUE,TRUE
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,brand,Cg,cg,Cg Make,TRUE,FALSE
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,part type,motor,,induction motor,FALSE,FALSE
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,phase,3,,three phase,FALSE,FALSE
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,power source,ac,,,FALSE,FALSE
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,driven type,induction,,ac induction,FALSE,FALSE
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,horsepower,10 hp,,10 hp,FALSE,TRUE
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,rpm,1440 rpm,,1440,FALSE,FALSE
motor protection cover,part type,motor protection cover,,cover,FALSE,FALSE
Dwe4235 Armature,part type,armature,,Armature,FALSE,TRUE
Dwe4235 Armature,model name/number,Dwe4235,,Dwe4235,FALSE,TRUE
AM Gold Motor Starter,brand,AM Gold,,AM Gold,FALSE,TRUE
AM Gold Motor Starter,part type,motor starter,,motor starter,FALSE,TRUE
R. S. Series Geared Motors,part type,motor,,geared motors,FALSE,FALSE
R. S. Series Geared Motors,driven type,geared,,,FALSE,FALSE
R. S. Series Geared Motors,series,R. S.,r. s. series,R. S. Series,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,model name/number,1FK2104-6AF01-1SB0,1fk2104-6af01-1sb0,SIMOTICS S-1FK2,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,power,1 kW,1 kw,1 kW,TRUE,TRUE
3000  rpm 24  v 10 bldc 50w 24v 3000rpm,part type,motor,,,FALSE,FALSE
3000  rpm 24  v 10 bldc 50w 24v 3000rpm,driven type,bldc,,bldc,FALSE,TRUE
3000  rpm 24  v 10 bldc 50w 24v 3000rpm,rpm,3000 rpm,,3000,FALSE,FALSE
3000  rpm 24  v 10 bldc 50w 24v 3000rpm,voltage,24 v,24 v,24 v,TRUE,TRUE
3000  rpm 24  v 10 bldc 50w 24v 3000rpm,power,50w,50w,50w,TRUE,TRUE
24  v 10 bldc 50w 24v 3000rpm,part type,motor,,,FALSE,FALSE
24  v 10 bldc 50w 24v 3000rpm,driven type,bldc,,bldc,FALSE,TRUE
24  v 10 bldc 50w 24v 3000rpm,voltage,24 v,24 v,24 v,TRUE,TRUE
24  v 10 bldc 50w 24v 3000rpm,power,50w,50w,50w,TRUE,TRUE
24  v 10 bldc 50w 24v 3000rpm,rpm,3000rpm,,3000rpm,FALSE,TRUE
makita mt240 cb203a cut off carbon brush,brand,makita,,makita,FALSE,TRUE
makita mt240 cb203a cut off carbon brush,part type,carbon brush,,carbon brush,FALSE,TRUE
makita mt240 cb203a cut off carbon brush,model name/number,mt240 cb203a,,mt240 cb203a,FALSE,TRUE
makita mt240 cb203a cut off carbon brush,usage,cut off,,,FALSE,FALSE
2 hp gear motor,part type,motor,,motor,FALSE,TRUE
2 hp gear motor,horsepower,2 hp,,,FALSE,FALSE
2 hp gear motor,driven type,geared,,gear,FALSE,FALSE
Induction Motor Cg Make,brand,Cg,cg,Cg,TRUE,TRUE
Induction Motor Cg Make,part type,motor,,Induction Motor,FALSE,FALSE
Induction Motor Cg Make,driven type,induction,,,FALSE,FALSE
Dual shaft Motor,part type,motor,,motor,FALSE,TRUE
Dual shaft Motor,feature,dual shaft,,,FALSE,FALSE
ac servo motor 750w,part type,motor,,servo motor,FALSE,FALSE
ac servo motor 750w,power source,ac,,,FALSE,FALSE
ac servo motor 750w,driven type,servo,,,FALSE,FALSE
ac servo motor 750w,power,750w,750w,750w,TRUE,TRUE
ats480c66y,model name/number,ats480c66y,,ats480c66y,FALSE,TRUE
Kirloskar Electric Motor,brand,Kirloskar,kirloskar,Kirloskar,TRUE,TRUE
Kirloskar Electric Motor,part type,motor,,motor,FALSE,TRUE
Kirloskar Electric Motor,power source,electric,electric,electric,TRUE,TRUE
three  phase 1 ATS480C66Y,phase,3,three phase,three phase,FALSE,FALSE
three  phase 1 ATS480C66Y,model name/number,ATS480C66Y,ats480c66y,ATS480C66Y,TRUE,TRUE
three  phase 1 ATS480C66Y,quantity,1,,,FALSE,FALSE
l and t mpower pro mobile motor starter,brand,l and t,l and t,l and t,TRUE,TRUE
l and t mpower pro mobile motor starter,part type,motor starter,,motor starter,FALSE,TRUE
l and t mpower pro mobile motor starter,series,mpower pro mobile,,,FALSE,FALSE
zd motor 25 w small ac geared motors 220v,part type,motor,,motor,FALSE,TRUE
zd motor 25 w small ac geared motors 220v,power source,ac,,,FALSE,FALSE
zd motor 25 w small ac geared motors 220v,driven type,geared,,ac,FALSE,FALSE
zd motor 25 w small ac geared motors 220v,power,25 w,25 w,25 w,TRUE,TRUE
zd motor 25 w small ac geared motors 220v,voltage,220v,220v,220v,TRUE,TRUE
zd motor 25 w small ac geared motors 220v,size,small,,small,FALSE,TRUE
kitchen hood motor,part type,motor,,motor,FALSE,TRUE
kitchen hood motor,usage,kitchen hood,kitchen,kitchen hood,FALSE,TRUE
kapcon simi cooler motor,brand,kapcon,kapcon,kapcon,TRUE,TRUE
kapcon simi cooler motor,part type,motor,,motor,FALSE,TRUE
kapcon simi cooler motor,usage,cooler,cooler motor,cooler,FALSE,TRUE
Jayashree Rotory Encoder Hollow Shaft,brand,Jayashree,jayashree,Jayashree,TRUE,TRUE
Jayashree Rotory Encoder Hollow Shaft,part type,encoder,,Rotory Encoder,FALSE,FALSE
Jayashree Rotory Encoder Hollow Shaft,shaft diameter,hollow shaft,,Hollow Shaft,FALSE,TRUE
Jayashree Rotory Encoder Hollow Shaft,feature,rotary,,,FALSE,FALSE
20w fan dc motor,part type,motor,,,FALSE,FALSE
20w fan dc motor,power source,dc,,,FALSE,FALSE
20w fan dc motor,power,20w,20w,,TRUE,FALSE
20w fan dc motor,usage,fan,fan,,TRUE,FALSE
Wet Rice Grinders AUE Motors,brand,AUE,,AUE,FALSE,TRUE
Wet Rice Grinders AUE Motors,part type,motor,,motors,FALSE,FALSE
Wet Rice Grinders AUE Motors,usage,wet rice grinders,rice grinders,Wet Rice Grinders,FALSE,TRUE
Electronic Starter,part type,starter,,starter,FALSE,TRUE
Electronic Starter,feature,electronic,,,FALSE,FALSE
AC Synchronous Motors,part type,motor,,motor,FALSE,TRUE
AC Synchronous Motors,power source,AC,,,FALSE,FALSE
AC Synchronous Motors,driven type,synchronous,,AC Synchronous,FALSE,FALSE
Jayashree Encoder  : Hollow Shaft  J-50T,brand,Jayashree,jayashree,,TRUE,FALSE
Jayashree Encoder  : Hollow Shaft  J-50T,part type,encoder,,,FALSE,FALSE
Jayashree Encoder  : Hollow Shaft  J-50T,shaft diameter,hollow shaft,,,FALSE,FALSE
Jayashree Encoder  : Hollow Shaft  J-50T,model name/number,J-50T,,,FALSE,FALSE
Motor,part type,motor,motor,motor,TRUE,TRUE
Remi Centrifuge Carbon Brush,brand,Remi,remi,,TRUE,FALSE
Remi Centrifuge Carbon Brush,part type,carbon brush,,,FALSE,FALSE
Remi Centrifuge Carbon Brush,usage,centrifuge,,,FALSE,FALSE
volvo & ir l&t case vibration motor shaft,brand,volvo; ir; l&t,,volvo & ir l&t,FALSE,FALSE
volvo & ir l&t case vibration motor shaft,part type,motor shaft,,motor,FALSE,FALSE
volvo & ir l&t case vibration motor shaft,feature,vibration,,vibration,FALSE,TRUE
Rawat+Induction+Motors,brand,Rawat,,Rawat,FALSE,TRUE
Rawat+Induction+Motors,part type,motor,,motors,FALSE,FALSE
Rawat+Induction+Motors,driven type,induction,,induction,FALSE,TRUE
havells single phase motor,brand,havells,havells,havells,TRUE,TRUE
havells single phase motor,part type,motor,motor,motor,TRUE,TRUE
havells single phase motor,phase,single,single phase,single phase,FALSE,FALSE
HAVELLS 3 PHASE MOTORSIE2/IE3,brand,HAVELLS,havells,,TRUE,FALSE
HAVELLS 3 PHASE MOTORSIE2/IE3,part type,motor,,,FALSE,FALSE
HAVELLS 3 PHASE MOTORSIE2/IE3,phase,3,3 phase,,FALSE,FALSE
HAVELLS 3 PHASE MOTORSIE2/IE3,efficiency,IE2/IE3,,,FALSE,FALSE
vertical helical gear motor 5 hp,part type,motor,,,FALSE,FALSE
vertical helical gear motor 5 hp,orientation,vertical,vertical,,TRUE,FALSE
vertical helical gear motor 5 hp,driven type,helical gear,,,FALSE,FALSE
vertical helical gear motor 5 hp,horsepower,5 hp,,,FALSE,FALSE
Bosch parts,brand,Bosch,bosch,Bosch,TRUE,TRUE
Bosch parts,part type,parts,,,FALSE,FALSE
Panasonic AC Servo Motor,brand,Panasonic,panasonic,Panasonic,TRUE,TRUE
Panasonic AC Servo Motor,part type,motor,,servo motor,FALSE,FALSE
Panasonic AC Servo Motor,power source,AC,,,FALSE,FALSE
Panasonic AC Servo Motor,driven type,servo,,AC,FALSE,FALSE
squirrel-cage-motors,part type,motor,,squirrel cage,FALSE,FALSE
squirrel-cage-motors,driven type,squirrel cage,,,FALSE,FALSE
Belimo Damper Actuator,brand,Belimo,belimo,,TRUE,FALSE
Belimo Damper Actuator,part type,actuator,,,FALSE,FALSE
Belimo Damper Actuator,usage,damper,,,FALSE,FALSE
Squirrel Cage Induction Motor tefc type,part type,motor,,induction motor,FALSE,FALSE
Squirrel Cage Induction Motor tefc type,driven type,squirrel cage induction,,squirrel cage,FALSE,FALSE
Squirrel Cage Induction Motor tefc type,feature,tefc type,,,FALSE,FALSE
fn20c motor,part type,motor,motor,,TRUE,FALSE
fn20c motor,model name/number,fn20c,fn20c,fn20c,TRUE,TRUE
fireproof motor,part type,motor,motor,,TRUE,FALSE
fireproof motor,feature,fireproof,,fireproof,FALSE,TRUE
Minas A6 Panasonic  Servo Motor & Driver,brand,Panasonic,panasonic,Panasonic,TRUE,TRUE
Minas A6 Panasonic  Servo Motor & Driver,part type,motor,,servo motor; driver,FALSE,FALSE
Minas A6 Panasonic  Servo Motor & Driver,series,Minas A6,,,FALSE,FALSE
Minas A6 Panasonic  Servo Motor & Driver,driven type,servo,,,FALSE,FALSE
Minas A6 Panasonic  Servo Motor & Driver,feature,with driver,,,FALSE,FALSE
Planetary Gear Motor,part type,motor,,motor,FALSE,TRUE
Planetary Gear Motor,driven type,planetary gear,,planetary gear,FALSE,TRUE
Squirrel Cage Induction Motor tefc type 415v,part type,motor,,motor,FALSE,TRUE
Squirrel Cage Induction Motor tefc type 415v,driven type,squirrel cage induction,,squirrel cage induction,FALSE,TRUE
Squirrel Cage Induction Motor tefc type 415v,feature,tefc type,,,FALSE,FALSE
Squirrel Cage Induction Motor tefc type 415v,voltage,415v,415v,415v,TRUE,TRUE
vertical helical gear motor,part type,motor,,motor,FALSE,TRUE
vertical helical gear motor,orientation,vertical,vertical,vertical,TRUE,TRUE
vertical helical gear motor,driven type,helical gear,,helical gear,FALSE,TRUE
2 advanced features 2 10 hp mobile starter,part type,starter,,,FALSE,FALSE
2 advanced features 2 10 hp mobile starter,horsepower,10 hp,,,FALSE,FALSE
2 advanced features 2 10 hp mobile starter,feature,mobile advanced,,,FALSE,FALSE
Helical Geared Motor,part type,motor,,motor,FALSE,TRUE
Helical Geared Motor,driven type,helical geared,,helical geared,FALSE,TRUE
dvd motor,part type,motor,motor,motor,TRUE,TRUE
dvd motor,usage,dvd,,,FALSE,FALSE
2 hp three phase induction motor,part type,motor,,,FALSE,FALSE
2 hp three phase induction motor,horsepower,2 hp,,,FALSE,FALSE
2 hp three phase induction motor,phase,3,,,FALSE,FALSE
2 hp three phase induction motor,driven type,induction,,,FALSE,FALSE
Direct oil immersed starter skn Kelson U Kit Set,brand,skn Kelson,,skn,FALSE,FALSE
Direct oil immersed starter skn Kelson U Kit Set,part type,starter,,starter,FALSE,TRUE
Direct oil immersed starter skn Kelson U Kit Set,starter type,direct oil immersed,,,FALSE,FALSE
Direct oil immersed starter skn Kelson U Kit Set,feature,U Kit Set,,,FALSE,FALSE
Rolling Shutter Motor,part type,motor,,motor,FALSE,TRUE
Rolling Shutter Motor,usage,rolling shutter,rolling shutter,rolling shutter,TRUE,TRUE
Delton Three Single Phase Oil Starter,brand,Delton,delton,Delton,TRUE,TRUE
Delton Three Single Phase Oil Starter,part type,starter,,starter,FALSE,TRUE
Delton Three Single Phase Oil Starter,phase,single,three single phase,Single Phase,FALSE,FALSE
Delton Three Single Phase Oil Starter,feature,oil,,,FALSE,FALSE
Shaft Encoder,part type,encoder,,,FALSE,FALSE
Shaft Encoder,feature,shaft,,,FALSE,FALSE
CTV 110 Unimotion Servo Motor,brand,Unimotion,,,FALSE,FALSE
CTV 110 Unimotion Servo Motor,part type,motor,,,FALSE,FALSE
CTV 110 Unimotion Servo Motor,model name/number,CTV 110,ctv 110,,TRUE,FALSE
CTV 110 Unimotion Servo Motor,driven type,servo,,,FALSE,FALSE
Crompton Single Phase Motor,brand,Crompton,crompton,,TRUE,FALSE
Crompton Single Phase Motor,part type,motor,motor,,TRUE,FALSE
Crompton Single Phase Motor,phase,single,single phase,,FALSE,FALSE
crompton single phase cooler motor,brand,crompton,crompton,crompton,TRUE,TRUE
crompton single phase cooler motor,part type,motor,,motor,FALSE,TRUE
crompton single phase cooler motor,phase,single,single phase,single phase,FALSE,FALSE
crompton single phase cooler motor,usage,cooler,cooler motor,cooler,FALSE,TRUE
crompton greaves energy efficient motor,brand,crompton greaves,crompton,crompton greaves,FALSE,TRUE
crompton greaves energy efficient motor,part type,motor,,,FALSE,FALSE
crompton greaves energy efficient motor,feature,energy efficient,,energy efficient,FALSE,TRUE
180 Watt Electro Magnetic Brake Motor,part type,motor,,,FALSE,FALSE
180 Watt Electro Magnetic Brake Motor,power,180 Watt,180 watt,,TRUE,FALSE
180 Watt Electro Magnetic Brake Motor,feature,electro magnetic brake,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-5AK00-0SB0 0.12 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-5AK00-0SB0 0.12 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-5AK00-0SB0 0.12 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-5AK00-0SB0 0.12 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-5AK00-0SB0 0.12 kW,model name/number,1FK2104-5AK00-0SB0,1fk2104-5ak00-0sb0,SIMOTICS S-1FK2 1FK2104-5AK00-0SB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-5AK00-0SB0 0.12 kW,power,0.12 kW,0.12 kw,0.12 kW,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF10-0SA0 2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF10-0SA0 2.7 kW,part type,motor,,servo moter,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF10-0SA0 2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF10-0SA0 2.7 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF10-0SA0 2.7 kW,model name/number,1FK2106-4AF10-0SA0,,SIMOTICS S-1FK2 1FK2106-4AF10-0SA0,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF10-0SA0 2.7 kW,power,2.7 kW,,2.7 kW,FALSE,TRUE
Servo Motor,part type,motor,,servo motor,FALSE,FALSE
Servo Motor,driven type,servo,,,FALSE,FALSE
copper sewing machine motor armature,part type,armature,,,FALSE,FALSE
copper sewing machine motor armature,usage,sewing machine motor,sewing machine,,FALSE,FALSE
copper sewing machine motor armature,material,copper,,,FALSE,FALSE
cooler motor high speed,part type,motor,,motor,FALSE,TRUE
cooler motor high speed,usage,cooler,cooler motor,cooler,FALSE,TRUE
cooler motor high speed,feature,high speed,,high speed,FALSE,TRUE
cooler hee motor,part type,motor,motor,motor,TRUE,TRUE
cooler hee motor,usage,cooler,cooler,cooler,TRUE,TRUE
Kerovit Ege Actuation Plate,brand,Kerovit,kerovit,Kerovit,TRUE,TRUE
Kerovit Ege Actuation Plate,part type,actuation plate,,Actuation Plate,FALSE,TRUE
Kerovit Ege Actuation Plate,series,Ege,,,FALSE,FALSE
ABB Soft Starters,brand,ABB,abb,ABB,TRUE,TRUE
ABB Soft Starters,part type,starter,,soft starters,FALSE,FALSE
ABB Soft Starters,starter type,soft,soft,,TRUE,FALSE
Bullet Farrata Fan Motor,brand,Bullet,,,FALSE,FALSE
Bullet Farrata Fan Motor,part type,motor,motor,,TRUE,FALSE
Bullet Farrata Fan Motor,usage,farrata fan,farrata fan,,TRUE,FALSE
happymodel motor,brand,happymodel,,happymodel,FALSE,TRUE
happymodel motor,part type,motor,motor,motor,TRUE,TRUE
Double Shaft Motor,part type,motor,,motor,FALSE,TRUE
Double Shaft Motor,feature,double shaft,,Double Shaft,FALSE,TRUE
incubator turning motor,part type,motor,,turning motor,FALSE,FALSE
incubator turning motor,usage,incubator turning,incubator,incubator,FALSE,FALSE
abb motor,brand,abb,abb,abb,TRUE,TRUE
abb motor,part type,motor,motor,motor,TRUE,TRUE
2hp single phase motor cg model gf7010,brand,cg,,cg,FALSE,TRUE
2hp single phase motor cg model gf7010,part type,motor,,motor,FALSE,TRUE
2hp single phase motor cg model gf7010,horsepower,2hp,,2hp,FALSE,TRUE
2hp single phase motor cg model gf7010,phase,single,single phase,single phase,FALSE,FALSE
2hp single phase motor cg model gf7010,model name/number,gf7010,gf7010,gf7010,TRUE,TRUE
2hp single phase motor near kolkata cg model no gf7010,brand,cg,,cg,FALSE,TRUE
2hp single phase motor near kolkata cg model no gf7010,part type,motor,,motor,FALSE,TRUE
2hp single phase motor near kolkata cg model no gf7010,horsepower,2hp,,2hp,FALSE,TRUE
2hp single phase motor near kolkata cg model no gf7010,phase,single,single phase,single phase,FALSE,FALSE
2hp single phase motor near kolkata cg model no gf7010,model name/number,gf7010,gf7010,gf7010,TRUE,TRUE
2hp single phase motor near kolkata cg model no gf7010,location/city,kolkata,,,FALSE,FALSE
100 HP Slip Ring Motor Starter,part type,motor starter,,,FALSE,FALSE
100 HP Slip Ring Motor Starter,horsepower,100 HP,,,FALSE,FALSE
100 HP Slip Ring Motor Starter,driven type,slip ring,,,FALSE,FALSE
battery operated pmdc motor,part type,motor,,,FALSE,FALSE
battery operated pmdc motor,driven type,pmdc,,,FALSE,FALSE
battery operated pmdc motor,power source,battery,battery,,TRUE,FALSE
Automatic Door Motor,part type,motor,,motor,FALSE,TRUE
Automatic Door Motor,usage,automatic door,door,,FALSE,FALSE
Automatic Rolling Shutters Motor,part type,motor,,motor,FALSE,TRUE
Automatic Rolling Shutters Motor,usage,automatic rolling shutters,rolling shutters,,FALSE,FALSE
Nxu Gear Brake Motor In Pune,brand,Nxu,,Nxu,FALSE,TRUE
Nxu Gear Brake Motor In Pune,part type,motor,,Gear Brake Motor,FALSE,FALSE
Nxu Gear Brake Motor In Pune,driven type,gear brake,,,FALSE,FALSE
Nxu Gear Brake Motor In Pune,location/city,Pune,,Pune,FALSE,TRUE
Bosch Carbon Brushes,brand,Bosch,bosch,,TRUE,FALSE
Bosch Carbon Brushes,part type,carbon brush,,,FALSE,FALSE
1 piece 750 watt 3000 rpm AC Servo Motor,part type,motor,,,FALSE,FALSE
1 piece 750 watt 3000 rpm AC Servo Motor,power source,AC,,,FALSE,FALSE
1 piece 750 watt 3000 rpm AC Servo Motor,driven type,servo,,,FALSE,FALSE
1 piece 750 watt 3000 rpm AC Servo Motor,power,750 watt,750 watt,,TRUE,FALSE
1 piece 750 watt 3000 rpm AC Servo Motor,rpm,3000 rpm,,,FALSE,FALSE
