query,ok,key_count,raw_output,attributes_json,norm_attributes_json
"11 KW 15 HP Crompton Greaves Electric Motor, 1000 rpm",True,4,"{""power_consumption"": ""11 KW"", ""motor_type"": ""Electric Motor, 1000 rpm"", ""brand"": ""Crompton Greaves"", ""horsepower"": ""15 HP""}","{""power_consumption"": ""11 KW"", ""motor_type"": ""Electric Motor, 1000 rpm"", ""brand"": ""Crompton Greaves"", ""horsepower"": ""15 HP""}","{""power_consumption"": ""11 KW"", ""motor_type"": ""Electric Motor, 1000 rpm"", ""brand"": ""Crompton Greaves"", ""horsepower"": ""15 HP""}"
"3 Phase Induction Motor, 3600 rpm, 4 Pole",True,2,"{""motor_type"": ""Induction Motor, 3600 rpm, 4 Pole"", ""phase"": ""3 Phase""}","{""motor_type"": ""Induction Motor, 3600 rpm, 4 Pole"", ""phase"": ""3 Phase""}","{""motor_type"": ""Induction Motor, 3600 rpm, 4 Pole"", ""phase"": ""3 Phase""}"
Siemens Electric Motor,True,1,"{""motor"": ""Siemens Electric Motor""} </start","{""motor"": ""Siemens Electric Motor""}","{""part type"": ""Siemens Electric Motor""}"
"3.7 KW 5 HP Crompton Greaves AC motor, 1500 rpm",True,4,"{""power_consumption"": ""3.7 KW"", ""motor_type"": ""AC motor, 1500 rpm"", ""brand"": ""Crompton Greaves"", ""horsepower"": ""5 HP""}","{""power_consumption"": ""3.7 KW"", ""motor_type"": ""AC motor, 1500 rpm"", ""brand"": ""Crompton Greaves"", ""horsepower"": ""5 HP""}","{""power_consumption"": ""3.7 KW"", ""motor_type"": ""AC motor, 1500 rpm"", ""brand"": ""Crompton Greaves"", ""horsepower"": ""5 HP""}"
Crompton,True,1,"{""brand"": ""Crompton""}","{""brand"": ""Crompton""}","{""brand"": ""Crompton""}"
Crompton Greaves Industrial Motors,True,2,"{""brand"": ""Crompton Greaves"", ""power source"": ""Industrial Motors""} </","{""brand"": ""Crompton Greaves"", ""power source"": ""Industrial Motors""}","{""brand"": ""Crompton Greaves"", ""power source"": ""Industrial Motors""}"
White Motor Starter,True,2,"{""motor_starter"": ""Motor Starter"", ""color"": ""White""}","{""motor_starter"": ""Motor Starter"", ""color"": ""White""}","{""motor_starter"": ""Motor Starter"", ""color"": ""White""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,True,3,"{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0""} </","{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0""}","{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0""}"
CG Three Phase Crompton Greaves Flameproof Motor,True,5,"{""Safety Feature"": ""Flameproof"", ""Phase"": ""Three Phase"", ""Brand"": ""Crompton Greaves"", ""Attribute"": ""CG"", ""Component"": ""Motor""} <end","{""Safety Feature"": ""Flameproof"", ""Phase"": ""Three Phase"", ""Brand"": ""Crompton Greaves"", ""Attribute"": ""CG"", ""Component"": ""Motor""}","{""Safety Feature"": ""Flameproof"", ""phase"": ""Three Phase"", ""brand"": ""Crompton Greaves"", ""Attribute"": ""CG"", ""Component"": ""Motor""}"
Makita HR-2440 Armature By PowerSpeed,True,2,"{""model_number"": ""Makita HR-2440"", ""power_source"": ""Armature By PowerSpeed""}","{""model_number"": ""Makita HR-2440"", ""power_source"": ""Armature By PowerSpeed""}","{""model name/number"": ""Makita HR-2440"", ""power source"": ""Armature By PowerSpeed""}"
bldc 50w 24v 3000rpm,True,4,"{""power"": ""50w"", ""speed"": ""3000rpm"", ""voltage"": ""24v"", ""type"": ""bldc""} </","{""power"": ""50w"", ""speed"": ""3000rpm"", ""voltage"": ""24v"", ""type"": ""bldc""}","{""power"": ""50w"", ""speed"": ""3000rpm"", ""voltage"": ""24v"", ""type"": ""bldc""}"
Mixer Grinder Motor,True,2,"{""type"": ""Mixer Grinder"", ""power"": ""Motor""}","{""type"": ""Mixer Grinder"", ""power"": ""Motor""}","{""type"": ""Mixer Grinder"", ""power"": ""Motor""}"
3000 rpm 24 v bldc 50w 24v 3000rpm,True,6,"{""speed"": ""3000rpm"", ""voltage"": ""24v"", ""power"": ""50w"", ""motor_type"": ""bldc"", ""speed_rpm"": ""3000 rpm"", ""voltage_setting"": ""24v""} </","{""speed"": ""3000rpm"", ""voltage"": ""24v"", ""power"": ""50w"", ""motor_type"": ""bldc"", ""speed_rpm"": ""3000 rpm"", ""voltage_setting"": ""24v""}","{""speed"": ""3000rpm"", ""voltage"": ""24v"", ""power"": ""50w"", ""motor_type"": ""bldc"", ""speed_rpm"": ""3000 rpm"", ""voltage_setting"": ""24v""}"
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,True,9,"{""motor_type"": ""Induction Motor"", ""power"": ""3 HP"", ""voltage"": ""Three Phase Induction Motor"", ""make"": ""Cg Make"", ""speed"": ""1440 rpm"", ""parts"": ""piece"", ""phase"": ""three phase"", ""power_source"": ""5 ac induction motor"", ""power_level"": ""10 hp""} </","{""motor_type"": ""Induction Motor"", ""power"": ""3 HP"", ""voltage"": ""Three Phase Induction Motor"", ""make"": ""Cg Make"", ""speed"": ""1440 rpm"", ""parts"": ""piece"", ""phase"": ""three phase"", ""power_source"": ""5 ac induction motor"", ""power_level"": ""10 hp""}","{""motor_type"": ""Induction Motor"", ""power"": ""3 HP"", ""voltage"": ""Three Phase Induction Motor"", ""make"": ""Cg Make"", ""speed"": ""1440 rpm"", ""parts"": ""piece"", ""phase"": ""three phase"", ""power source"": ""5 ac induction motor"", ""power_level"": ""10 hp""}"
motor protection cover,True,1,"{""key-value attributes"": ""motor protection cover""}","{""key-value attributes"": ""motor protection cover""}","{""key-value attributes"": ""motor protection cover""}"
Dwe4235 Armature,True,2,"{""attribute"": ""Armature"", ""model_number"": ""Dwe4235""}","{""attribute"": ""Armature"", ""model_number"": ""Dwe4235""}","{""model name/number"": ""Dwe4235""}"
AM Gold Motor Starter,True,2,"{""motor_starter"": ""Motor Starter"", ""gold"": ""AM Gold""}","{""motor_starter"": ""Motor Starter"", ""gold"": ""AM Gold""}","{""motor_starter"": ""Motor Starter"", ""gold"": ""AM Gold""}"
R. S. Series Geared Motors,True,2,"{""Series"": ""R. S. Series"", ""Drive Type"": ""Geared Motors""}","{""Series"": ""R. S. Series"", ""Drive Type"": ""Geared Motors""}","{""series"": ""R. S. Series"", ""Drive Type"": ""Geared Motors""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,True,5,"{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model_number"": ""S-1FK2"", ""power"": ""1 kW"", ""part_number"": ""1FK2104-6AF01-1SB0""} </start","{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model_number"": ""S-1FK2"", ""power"": ""1 kW"", ""part_number"": ""1FK2104-6AF01-1SB0""}","{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model name/number"": ""S-1FK2"", ""power"": ""1 kW""}"
3000  rpm 24  v 10 bldc 50w 24v 3000rpm,True,6,"{""speed"": ""3000rpm"", ""voltage"": ""24v"", ""power"": ""10 bldc 50w"", ""voltage_setting"": ""24v"", ""quantity"": ""24"", ""quantity_of_items"": ""3000""} </","{""speed"": ""3000rpm"", ""voltage"": ""24v"", ""power"": ""10 bldc 50w"", ""voltage_setting"": ""24v"", ""quantity"": ""24"", ""quantity_of_items"": ""3000""}","{""speed"": ""3000rpm"", ""voltage"": ""24v"", ""power"": ""10 bldc 50w"", ""voltage_setting"": ""24v"", ""quantity"": ""24"", ""quantity_of_items"": ""3000""}"
24  v 10 bldc 50w 24v 3000rpm,True,5,"{""voltage"": ""24v"", ""power"": ""10 bldc 50w"", ""speed"": ""3000rpm"", ""voltage_setting"": ""24v"", ""quantity"": ""24""} </start","{""voltage"": ""24v"", ""power"": ""10 bldc 50w"", ""speed"": ""3000rpm"", ""voltage_setting"": ""24v"", ""quantity"": ""24""}","{""voltage"": ""24v"", ""power"": ""10 bldc 50w"", ""speed"": ""3000rpm"", ""voltage_setting"": ""24v"", ""quantity"": ""24""}"
makita mt240 cb203a cut off carbon brush,True,5,"{""model_number"": ""mt240"", ""attribute"": ""cut off"", ""brush_type"": ""carbon brush"", ""model"": ""cb203a"", ""brand"": ""makita""}","{""model_number"": ""mt240"", ""attribute"": ""cut off"", ""brush_type"": ""carbon brush"", ""model"": ""cb203a"", ""brand"": ""makita""}","{""model name/number"": ""mt240"", ""brush_type"": ""carbon brush"", ""brand"": ""makita""}"
2 hp gear motor,True,2,"{""power"": ""2 hp"", ""drive"": ""gear motor""} </","{""power"": ""2 hp"", ""drive"": ""gear motor""}","{""power"": ""2 hp"", ""drive"": ""gear motor""}"
Induction Motor Cg Make,True,2,"{""Make"": ""Cg Make"", ""power_source"": ""Induction Motor""} </","{""Make"": ""Cg Make"", ""power_source"": ""Induction Motor""}","{""Make"": ""Cg Make"", ""power source"": ""Induction Motor""}"
Dual shaft Motor,True,2,"{""shafts"": ""Dual shaft"", ""power_source"": ""Motor""}","{""shafts"": ""Dual shaft"", ""power_source"": ""Motor""}","{""shafts"": ""Dual shaft"", ""power source"": ""Motor""}"
ac servo motor 750w,True,2,"{""power"": ""750w"", ""motor"": ""ac servo motor""} </start","{""power"": ""750w"", ""motor"": ""ac servo motor""}","{""power"": ""750w"", ""part type"": ""ac servo motor""}"
ats480c66y,True,1,"{""model_number"": ""ats480c66y""}","{""model_number"": ""ats480c66y""}","{""model name/number"": ""ats480c66y""}"
Kirloskar Electric Motor,True,1,"{""motor"": ""Kirloskar Electric Motor""} </","{""motor"": ""Kirloskar Electric Motor""}","{""part type"": ""Kirloskar Electric Motor""}"
three  phase 1 ATS480C66Y,True,2,"{""phase"": ""three"", ""phase"": ""1"", ""model_number"": ""ATS480C66Y""}","{""phase"": ""1"", ""model_number"": ""ATS480C66Y""}","{""phase"": ""1"", ""model name/number"": ""ATS480C66Y""}"
l and t mpower pro mobile motor starter,True,3,"{""power"": ""mpower pro mobile motor starter"", ""length"": ""l and t"", ""model_name"": ""m""}","{""power"": ""mpower pro mobile motor starter"", ""length"": ""l and t"", ""model_name"": ""m""}","{""power"": ""mpower pro mobile motor starter"", ""length"": ""l and t"", ""model_name"": ""m""}"
zd motor 25 w small ac geared motors 220v,True,5,"{""power"": ""25 w"", ""motor"": ""zd motor"", ""voltage"": ""220v"", ""type"": ""small ac geared motors"", ""query"": ""zd motor 25 w small ac geared motors 220v""} </start","{""power"": ""25 w"", ""motor"": ""zd motor"", ""voltage"": ""220v"", ""type"": ""small ac geared motors"", ""query"": ""zd motor 25 w small ac geared motors 220v""}","{""power"": ""25 w"", ""part type"": ""zd motor"", ""voltage"": ""220v"", ""type"": ""small ac geared motors""}"
kitchen hood motor,True,2,"{""hood"": ""kitchen hood"", ""power source"": ""motor""} </","{""hood"": ""kitchen hood"", ""power source"": ""motor""}","{""hood"": ""kitchen hood"", ""power source"": ""motor""}"
kapcon simi cooler motor,True,3,"{""product_name"": ""simi cooler"", ""brand"": ""kapcon"", ""power_source"": ""motor""} </start","{""product_name"": ""simi cooler"", ""brand"": ""kapcon"", ""power_source"": ""motor""}","{""product_name"": ""simi cooler"", ""brand"": ""kapcon"", ""power source"": ""motor""}"
Jayashree Rotory Encoder Hollow Shaft,True,3,"{""Encoder Type"": ""Rotory Encoder"", ""Shaft"": ""Hollow Shaft"", ""Brand"": ""Jayashree""} </","{""Encoder Type"": ""Rotory Encoder"", ""Shaft"": ""Hollow Shaft"", ""Brand"": ""Jayashree""}","{""Encoder Type"": ""Rotory Encoder"", ""Shaft"": ""Hollow Shaft"", ""brand"": ""Jayashree""}"
20w fan dc motor,True,3,"{""power"": ""20w"", ""feature"": ""fan"", ""motor_type"": ""dc motor""}","{""power"": ""20w"", ""feature"": ""fan"", ""motor_type"": ""dc motor""}","{""power"": ""20w"", ""feature"": ""fan"", ""motor_type"": ""dc motor""}"
Wet Rice Grinders AUE Motors,True,2,"{""product_type"": ""Wet Rice Grinders"", ""brand"": ""AUE Motors""}","{""product_type"": ""Wet Rice Grinders"", ""brand"": ""AUE Motors""}","{""product_type"": ""Wet Rice Grinders"", ""brand"": ""AUE Motors""}"
Electronic Starter,True,1,"{""starter type"": ""Electronic Starter""}","{""starter type"": ""Electronic Starter""}","{""starter type"": ""Electronic Starter""}"
AC Synchronous Motors,True,1,"{""motor_type"": ""AC Synchronous Motors""}","{""motor_type"": ""AC Synchronous Motors""}","{""motor_type"": ""AC Synchronous Motors""}"
Jayashree Encoder  : Hollow Shaft  J-50T,True,3,"{""Encoder"": ""Hollow Shaft"", ""Brand"": ""Jayashree"", ""Model"": ""J-50T""} <","{""Encoder"": ""Hollow Shaft"", ""Brand"": ""Jayashree"", ""Model"": ""J-50T""}","{""Encoder"": ""Hollow Shaft"", ""brand"": ""Jayashree"", ""model name/number"": ""J-50T""}"
Motor,True,1,"{""power_source"": ""Motor""}","{""power_source"": ""Motor""}","{""power source"": ""Motor""}"
Remi Centrifuge Carbon Brush,True,2,"{""attribute"": ""Carbon Brush"", ""centrifuge type"": ""Remi Centrifuge""} </","{""attribute"": ""Carbon Brush"", ""centrifuge type"": ""Remi Centrifuge""}","{""centrifuge type"": ""Remi Centrifuge""}"
High po re,True,1,"{""po re"": ""High""}","{""po re"": ""High""}","{""po re"": ""High""}"
volvo & ir l&t case vibration motor shaft,True,4,"{""motor"": ""vibration motor shaft"", ""brand"": ""volvo & ir"", ""case"": ""l&t case"", ""volume"": ""volvo""} </","{""motor"": ""vibration motor shaft"", ""brand"": ""volvo & ir"", ""case"": ""l&t case"", ""volume"": ""volvo""}","{""part type"": ""vibration motor shaft"", ""brand"": ""volvo & ir"", ""case"": ""l&t case"", ""volume"": ""volvo""}"
Rawat+Induction+Motors,True,1,"{""attributes"": ""Rawat+Induction+Motors""}","{""attributes"": ""Rawat+Induction+Motors""}",{}
havells single phase motor,True,2,"{""motor_type"": ""single phase motor"", ""brand"": ""havells""} </start","{""motor_type"": ""single phase motor"", ""brand"": ""havells""}","{""motor_type"": ""single phase motor"", ""brand"": ""havells""}"
HAVELLS 3 PHASE MOTORSIE2/IE3,True,2,"{""power_source"": ""3 PHASE MOTORSIE2/IE3"", ""brand"": ""HAVELLS""}","{""power_source"": ""3 PHASE MOTORSIE2/IE3"", ""brand"": ""HAVELLS""}","{""power source"": ""3 PHASE MOTORSIE2/IE3"", ""brand"": ""HAVELLS""}"
DHARMENDRA,True,1,"{""name"": ""DHARMENDRA""} </start","{""name"": ""DHARMENDRA""}","{""name"": ""DHARMENDRA""}"
vertical helical gear motor 5 hp,True,3,"{""power"": ""5 hp"", ""motor_type"": ""helical gear motor"", ""orientation"": ""vertical""}","{""power"": ""5 hp"", ""motor_type"": ""helical gear motor"", ""orientation"": ""vertical""}","{""power"": ""5 hp"", ""motor_type"": ""helical gear motor"", ""orientation"": ""vertical""}"
Bosch parts,True,1,"{""parts"": ""Bosch parts""}","{""parts"": ""Bosch parts""}","{""parts"": ""Bosch parts""}"
Panasonic AC Servo Motor,True,1,"{""motor"": ""Panasonic AC Servo Motor""} </start","{""motor"": ""Panasonic AC Servo Motor""}","{""part type"": ""Panasonic AC Servo Motor""}"
squirrel-cage-motors,True,1,"{""motor_type"": ""squirrel-cage-motors""}","{""motor_type"": ""squirrel-cage-motors""}","{""motor_type"": ""squirrel-cage-motors""}"
Belimo Damper Actuator,True,1,"{""Damper Actuator"": ""Belimo""} </","{""Damper Actuator"": ""Belimo""}","{""Damper Actuator"": ""Belimo""}"
Squirrel Cage Induction Motor tefc type,True,3,"{""motor_type"": ""Induction Motor"", ""cage_type"": ""Squirrel Cage"", ""tefc type"": ""tefc type""} </start","{""motor_type"": ""Induction Motor"", ""cage_type"": ""Squirrel Cage"", ""tefc type"": ""tefc type""}","{""motor_type"": ""Induction Motor"", ""cage_type"": ""Squirrel Cage"", ""tefc type"": ""tefc type""}"
fn20c motor,True,2,"{""function"": ""motor"", ""fn"": ""fn20c""}","{""function"": ""motor"", ""fn"": ""fn20c""}","{""function"": ""motor"", ""fn"": ""fn20c""}"
fireproof motor,True,2,"{""attribute"": ""fireproof"", ""power_source"": ""motor""}","{""attribute"": ""fireproof"", ""power_source"": ""motor""}","{""power source"": ""motor""}"
Minas A6 Panasonic  Servo Motor & Driver,True,3,"{""brand"": ""Panasonic"", ""model_number"": ""Minas A6"", ""motor_driver"": ""Servo Motor & Driver""}","{""brand"": ""Panasonic"", ""model_number"": ""Minas A6"", ""motor_driver"": ""Servo Motor & Driver""}","{""brand"": ""Panasonic"", ""model name/number"": ""Minas A6"", ""motor_driver"": ""Servo Motor & Driver""}"
Planetary Gear Motor,True,1,"{""motor_type"": ""Planetary Gear Motor""}","{""motor_type"": ""Planetary Gear Motor""}","{""motor_type"": ""Planetary Gear Motor""}"
Squirrel Cage Induction Motor tefc type 415v,True,4,"{""motor_type"": ""Induction Motor"", ""cage_type"": ""Squirrel Cage"", ""voltage"": ""415v"", ""tefc type"": ""tefc type""} <","{""motor_type"": ""Induction Motor"", ""cage_type"": ""Squirrel Cage"", ""voltage"": ""415v"", ""tefc type"": ""tefc type""}","{""motor_type"": ""Induction Motor"", ""cage_type"": ""Squirrel Cage"", ""voltage"": ""415v"", ""tefc type"": ""tefc type""}"
vertical helical gear motor,True,2,"{""motor_type"": ""helical gear motor"", ""orientation"": ""vertical""} </start","{""motor_type"": ""helical gear motor"", ""orientation"": ""vertical""}","{""motor_type"": ""helical gear motor"", ""orientation"": ""vertical""}"
2 advanced features 2 10 hp mobile starter,True,5,"{""features"": ""advanced features"", ""power"": ""10 hp"", ""starter"": ""mobile starter"", ""quantity"": ""2"", ""additional_value"": ""2""}","{""features"": ""advanced features"", ""power"": ""10 hp"", ""starter"": ""mobile starter"", ""quantity"": ""2"", ""additional_value"": ""2""}","{""features"": ""advanced features"", ""power"": ""10 hp"", ""starter"": ""mobile starter"", ""quantity"": ""2"", ""additional_value"": ""2""}"
Helical Geared Motor,True,1,"{""motor_type"": ""Helical Geared Motor""}","{""motor_type"": ""Helical Geared Motor""}","{""motor_type"": ""Helical Geared Motor""}"
dvd motor,True,1,"{""motor"": ""dvd motor""}","{""motor"": ""dvd motor""}","{""part type"": ""dvd motor""}"
2 hp three phase induction motor,True,3,"{""power"": ""two hp"", ""motor type"": ""induction motor"", ""phase"": ""three phase""} </","{""power"": ""two hp"", ""motor type"": ""induction motor"", ""phase"": ""three phase""}","{""power"": ""two hp"", ""driven type"": ""induction motor"", ""phase"": ""three phase""}"
Direct oil immersed starter skn Kelson U Kit Set,True,1,"{""kit_set"": ""U Kit Set"", ""oil immersed starter"", ""skn Kelson"", ""Direct""}","{""kit_set"": ""U Kit Set""}","{""kit_set"": ""U Kit Set""}"
Rolling Shutter Motor,True,2,"{""feature"": ""Rolling Shutter"", ""power_source"": ""Motor""}","{""feature"": ""Rolling Shutter"", ""power_source"": ""Motor""}","{""feature"": ""Rolling Shutter"", ""power source"": ""Motor""}"
Delton Three Single Phase Oil Starter,True,4,"{""phase"": ""Single Phase"", ""oil starter"": ""Oil"", ""brand"": ""Delton"", ""quantity"": ""Three""}","{""phase"": ""Single Phase"", ""oil starter"": ""Oil"", ""brand"": ""Delton"", ""quantity"": ""Three""}","{""phase"": ""Single Phase"", ""oil starter"": ""Oil"", ""brand"": ""Delton"", ""quantity"": ""Three""}"
