query,gt_success,gemma_success,gt_total_keys,gt_unique_values,gemma_total_keys,gemma_unique_values,matched_key_count,matched_value_count,gt_only_key_count,gemma_only_key_count,key_match_rate,value_match_rate,perfect_match_count,partial_match_count,matched_keys,gt_only_keys,gemma_only_keys,matched_values,key_match_details_json,value_match_details_json,priority_alignment_json
750 rpm 1 0.18 kw marathon electric motor,True,True,11,4,17,5,7,3,4,10,63.64%,75.00%,0,7,rated speed; manufacturer; company; speed; wattage; brand; rpm,power; kilowatt; motor type; product type,make; item weight; weight; power source; power supply; motor wattage; motor speed; net weight; power rating; power type,0.18 kw; 750 rpm; marathon,"[{""normalized_key"": ""rated speed"", ""gt_key"": ""rated_speed"", ""gt_value"": ""750 rpm"", ""gt_key_priority"": 3, ""gt_attr_priority"": 4, ""gemma_key"": ""rated_speed"", ""gemma_value"": ""750 RPM"", ""gemma_key_priority"": 4, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""marathon"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""Marathon"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 5, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""marathon"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""Marathon"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 5, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""750 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""gemma_key"": ""speed"", ""gemma_value"": ""750 RPM"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""wattage"", ""gt_key"": ""wattage"", ""gt_value"": ""0.18 kw"", ""gt_key_priority"": 3, ""gt_attr_priority"": 3, ""gemma_key"": ""wattage"", ""gemma_value"": ""0.18 KW"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""marathon"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""brand"", ""gemma_value"": ""Marathon"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 5, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""rpm"", ""gt_key"": ""rpm"", ""gt_value"": ""750 rpm"", ""gt_key_priority"": 2, ""gt_attr_priority"": 4, ""gemma_key"": ""rpm"", ""gemma_value"": ""750 RPM"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""0.18 kw"", ""gt_original"": ""0.18 kw"", ""gemma_original"": ""0.18 KW"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""kilowatt"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""wattage"", ""key_priority"": 3, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""wattage"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""motor_wattage"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""power_rating"", ""key_priority"": 3, ""attr_priority"": 3}], ""under_same_key"": true}, {""value"": ""750 rpm"", ""gt_original"": ""750 rpm"", ""gemma_original"": ""750 RPM"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 4}], ""gemma_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""motor_speed"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""rated_speed"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}, {""value"": ""marathon"", ""gt_original"": ""marathon"", ""gemma_original"": ""Marathon"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 5}, {""key"": ""company"", ""key_priority"": 2, ""attr_priority"": 5}, {""key"": ""manufacturer"", ""key_priority"": 3, ""attr_priority"": 5}, {""key"": ""make"", ""key_priority"": 4, ""attr_priority"": 5}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""rated speed"", ""value"": ""750 rpm"", ""gt_priorities"": ""key_prio=3, attr_prio=4"", ""gemma_priorities"": ""key_prio=4, attr_prio=1""}, {""key"": ""manufacturer"", ""value"": ""marathon"", ""gt_priorities"": ""key_prio=2, attr_prio=1"", ""gemma_priorities"": ""key_prio=3, attr_prio=5""}, {""key"": ""company"", ""value"": ""marathon"", ""gt_priorities"": ""key_prio=3, attr_prio=1"", ""gemma_priorities"": ""key_prio=2, attr_prio=5""}, {""key"": ""speed"", ""value"": ""750 rpm"", ""gt_priorities"": ""key_prio=1, attr_prio=4"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}, {""key"": ""wattage"", ""value"": ""0.18 kw"", ""gt_priorities"": ""key_prio=3, attr_prio=3"", ""gemma_priorities"": ""key_prio=1, attr_prio=3""}, {""key"": ""brand"", ""value"": ""marathon"", ""gt_priorities"": ""key_prio=1, attr_prio=1"", ""gemma_priorities"": ""key_prio=1, attr_prio=5""}, {""key"": ""rpm"", ""value"": ""750 rpm"", ""gt_priorities"": ""key_prio=2, attr_prio=4"", ""gemma_priorities"": ""key_prio=2, attr_prio=1""}]}"
75HP Face Mounted Motor Marathon,True,True,8,3,12,3,5,1,3,7,62.50%,33.33%,0,3,manufacturer; company; hp; horsepower; brand,power; motor type; product type,make; mounting type; mounting; horse power; motor horsepower; mounting style; mounting method,marathon,"[{""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""marathon"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""Marathon"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""marathon"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""Marathon"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""hp"", ""gt_key"": ""hp"", ""gt_value"": ""75 hp"", ""gt_key_priority"": 3, ""gt_attr_priority"": 3, ""gemma_key"": ""hp"", ""gemma_value"": ""75HP"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""horsepower"", ""gt_key"": ""horsepower"", ""gt_value"": ""75 hp"", ""gt_key_priority"": 2, ""gt_attr_priority"": 3, ""gemma_key"": ""horsepower"", ""gemma_value"": ""75HP"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""marathon"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""brand"", ""gemma_value"": ""Marathon"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""marathon"", ""gt_original"": ""marathon"", ""gemma_original"": ""Marathon"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""company"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""manufacturer"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""make"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""manufacturer"", ""value"": ""marathon"", ""gt_priorities"": ""key_prio=2, attr_prio=1"", ""gemma_priorities"": ""key_prio=3, attr_prio=2""}, {""key"": ""company"", ""value"": ""marathon"", ""gt_priorities"": ""key_prio=3, attr_prio=1"", ""gemma_priorities"": ""key_prio=2, attr_prio=2""}, {""key"": ""brand"", ""value"": ""marathon"", ""gt_priorities"": ""key_prio=1, attr_prio=1"", ""gemma_priorities"": ""key_prio=1, attr_prio=2""}]}"
775 dc motor,True,True,4,2,8,2,0,1,4,8,0.00%,50.00%,0,0,,supply type; current type; motor type; product type,model name; power source; model; power supply; model number; model no; power rating; power type,dc,[],"[{""value"": ""dc"", ""gt_original"": ""dc"", ""gemma_original"": ""DC"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""power_source"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""power_supply"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""power_type"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""power_rating"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": []}"
775 dc motor bihpuri,True,True,4,2,12,3,0,1,4,12,0.00%,50.00%,0,0,,supply type; current type; motor type; product type,make; input power; model name; power source; model; power supply; manufacturer; model number; company; model no; brand; power type,dc,[],"[{""value"": ""dc"", ""gt_original"": ""dc"", ""gemma_original"": ""DC"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""power_source"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""power_supply"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""power_type"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""input_power"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": []}"
775 dc motor near agra bichpuri,True,True,4,2,11,3,0,1,4,11,0.00%,50.00%,0,0,,supply type; current type; motor type; product type,application; usage; model name; area; model; location type; model number; model no; location; suitable for; usage application,dc motor,[],"[{""value"": ""dc motor"", ""gt_original"": ""dc motor"", ""gemma_original"": ""DC Motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""usage_application"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""application"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""usage"", ""key_priority"": 3, ""attr_priority"": 3}, {""key"": ""suitable_for"", ""key_priority"": 4, ""attr_priority"": 3}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": []}"
800 RPM Electric Sliding Gate Motor,True,True,5,2,11,3,3,1,2,8,60.00%,50.00%,0,3,rated speed; rpm; speed,motor type; product type,application; usage; power source; power supply; motor speed; suitable for; power type; usage application,800 rpm,"[{""normalized_key"": ""rated speed"", ""gt_key"": ""rated_speed"", ""gt_value"": ""800 rpm"", ""gt_key_priority"": 3, ""gt_attr_priority"": 2, ""gemma_key"": ""rated_speed"", ""gemma_value"": ""800 RPM"", ""gemma_key_priority"": 4, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""rpm"", ""gt_key"": ""rpm"", ""gt_value"": ""800 rpm"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""rpm"", ""gemma_value"": ""800 RPM"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""800 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""speed"", ""gemma_value"": ""800 RPM"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""800 rpm"", ""gt_original"": ""800 rpm"", ""gemma_original"": ""800 RPM"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""motor_speed"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""rated_speed"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""rated speed"", ""value"": ""800 rpm"", ""gt_priorities"": ""key_prio=3, attr_prio=2"", ""gemma_priorities"": ""key_prio=4, attr_prio=1""}, {""key"": ""rpm"", ""value"": ""800 rpm"", ""gt_priorities"": ""key_prio=2, attr_prio=2"", ""gemma_priorities"": ""key_prio=2, attr_prio=1""}, {""key"": ""speed"", ""value"": ""800 rpm"", ""gt_priorities"": ""key_prio=1, attr_prio=2"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}]}"
800 W Wet Dry Vacuum Cleaner Motors,True,True,6,3,7,2,1,1,5,6,16.67%,33.33%,0,0,application,use; motor type; product type; wattage; power,usage; power source; power supply; suitable for; power type; usage application,800 w,"[{""normalized_key"": ""application"", ""gt_key"": ""application"", ""gt_value"": ""vacuum cleaner"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""gemma_key"": ""application"", ""gemma_value"": ""Wet Dry Vacuum Cleaner Motors"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]","[{""value"": ""800 w"", ""gt_original"": ""800 w"", ""gemma_original"": ""800 W"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""wattage"", ""key_priority"": 2, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""power_source"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""power_supply"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""power_type"", ""key_priority"": 3, ""attr_priority"": 1}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": []}"
86 HS 65 Two Phase Stepper Motor,True,True,2,1,14,4,0,0,2,14,0.00%,0.00%,0,0,,motor type; product type,phase type; number of phase; input phase; insulation type; model name; phase; ambient temperature; model; model number; temperature range; model no; operating temperature; winding insulation; insulation class,,[],[],"{""perfect_matches"": [], ""partial_matches"": []}"
86HS120 Two Phase Stepper Motor,True,True,5,2,8,2,2,1,3,5,40.00%,50.00%,0,2,model number; model,part number; motor type; product type,input phase; number of phase; model name; phase; model no,86hs120,"[{""normalized_key"": ""model number"", ""gt_key"": ""model_number"", ""gt_value"": ""86HS120"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""model_number"", ""gemma_value"": ""86HS120"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""model"", ""gt_key"": ""model"", ""gt_value"": ""86HS120"", ""gt_key_priority"": 3, ""gt_attr_priority"": 2, ""gemma_key"": ""model"", ""gemma_value"": ""86HS120"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""86hs120"", ""gt_original"": ""86HS120"", ""gemma_original"": ""86HS120"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""model_name"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""model_no"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""model number"", ""value"": ""86HS120"", ""gt_priorities"": ""key_prio=1, attr_prio=2"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}, {""key"": ""model"", ""value"": ""86HS120"", ""gt_priorities"": ""key_prio=3, attr_prio=2"", ""gemma_priorities"": ""key_prio=3, attr_prio=1""}]}"
90 watt ac geared motor,True,True,6,3,9,3,2,1,4,7,33.33%,33.33%,0,0,wattage; power,supply type; current type; motor type; product type,size; motor power; power source; power supply; frame size; dimension; power type,ac,"[{""normalized_key"": ""wattage"", ""gt_key"": ""wattage"", ""gt_value"": ""90 w"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""wattage"", ""gemma_value"": ""90 Watt"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""90 w"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""power"", ""gemma_value"": ""90 Watt"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": true}]","[{""value"": ""ac"", ""gt_original"": ""ac"", ""gemma_original"": ""AC"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""power_source"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""power_supply"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""power_type"", ""key_priority"": 3, ""attr_priority"": 1}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": []}"
9067/9069 Makita Armature By PowerSpeed,True,True,2,1,16,4,0,1,2,16,0.00%,100.00%,0,0,,category; product category,make; application; device type; model name; usage; model; manufacturer; model no; motor type; product type; model number; company; type; brand; suitable for; usage application,armature,[],"[{""value"": ""armature"", ""gt_original"": ""armature"", ""gemma_original"": ""Armature"", ""gt_keys"": [{""key"": ""product_category"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""category"", ""key_priority"": 2, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""type"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""motor_type"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""product_type"", ""key_priority"": 3, ""attr_priority"": 3}, {""key"": ""device_type"", ""key_priority"": 4, ""attr_priority"": 3}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": []}"
960 rpm 1 foot mounted 15 hp three phase electric motor,True,True,12,5,13,4,3,3,9,10,25.00%,60.00%,0,3,rated speed; rpm; speed,motor type; product type; supply phase; phase; mounting type; mounting; hp; horsepower; power,size; motor power; power source; power supply; motor speed; wattage; power rating; frame size; dimension; power type,three phase; 960 rpm; 15 hp,"[{""normalized_key"": ""rated speed"", ""gt_key"": ""rated_speed"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 3, ""gt_attr_priority"": 4, ""gemma_key"": ""rated_speed"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 4, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""rpm"", ""gt_key"": ""rpm"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 2, ""gt_attr_priority"": 4, ""gemma_key"": ""rpm"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""gemma_key"": ""speed"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""three phase"", ""gt_original"": ""three phase"", ""gemma_original"": ""Three Phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""power_source"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""power_supply"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""power_type"", ""key_priority"": 3, ""attr_priority"": 2}], ""under_same_key"": false}, {""value"": ""960 rpm"", ""gt_original"": ""960 rpm"", ""gemma_original"": ""960 RPM"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 4}], ""gemma_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""motor_speed"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""rated_speed"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}, {""value"": ""15 hp"", ""gt_original"": ""15 hp"", ""gemma_original"": ""15 HP"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""power_rating"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""wattage"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""motor_power"", ""key_priority"": 3, ""attr_priority"": 3}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""rated speed"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=3, attr_prio=4"", ""gemma_priorities"": ""key_prio=4, attr_prio=1""}, {""key"": ""rpm"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=2, attr_prio=4"", ""gemma_priorities"": ""key_prio=2, attr_prio=1""}, {""key"": ""speed"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=1, attr_prio=4"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}]}"
