success,query,gemini_dataset_attr_count,gemini_dataset_isq_list,gemini_dataset_isq_pipe,gemini_dataset_raw_output,error
True,45MM Monolayer Extruder,3,"['[""45mm:screw diameter:specification""', '""monolayer:layer:specification""', '""extruder:type:specification""]']","[""45mm:screw diameter:specification"" | ""monolayer:layer:specification"" | ""extruder:type:specification""]","```python
[""45mm:screw diameter:specification"", ""monolayer:layer:specification"", ""extruder:type:specification""]
```",
True,"Silver Refinery Plant, Capacity(kg): 10",1,"['[""10:capacity(kg):specification""]']","[""10:capacity(kg):specification""]","```python
[""10:capacity(kg):specification""]
```",
True,clay extruder bolat hain,0,[],,"```python
[]
```",
True,100 kg/hr no twin screw extruder Extruder Machine,0,[],,"```python
[]
```",
True,100 kg/hr twin screw extruder Extruder Machine,2,"['[""100 kg/hr:production capacity:specification""', '""twin screw:screw design:specification""]']","[""100 kg/hr:production capacity:specification"" | ""twin screw:screw design:specification""]","```python
[""100 kg/hr:production capacity:specification"", ""twin screw:screw design:specification""]
```",
True,50 kg/hr no Extruder Machine,0,[],,"```python
[]
```",
True,100 kg/hr no twin screw extruder Wire Extruder Machine,0,[],,"```python
[]
```",
True,100 kg/hr no noodle extruder machine Sioplas HT - XLPE Cable Extrusion Line,4,"['[""100 kg/hr:production capacity:specification""', '""no:hand operated:specification""', '""extruder:plastic processed:specification""', '""xlpe:material to be extruded:specification""]']","[""100 kg/hr:production capacity:specification"" | ""no:hand operated:specification"" | ""extruder:plastic processed:specification"" | ""xlpe:material to be extruded:specification""]","```python
[""100 kg/hr:production capacity:specification"", ""no:hand operated:specification"", ""extruder:plastic processed:specification"", ""xlpe:material to be extruded:specification""]
```",
True,twin screw extruder installation service,2,"['twin screw:type:specification', 'installation services:yes:specification']",twin screw:type:specification | installation services:yes:specification,"[""twin screw:type:specification"", ""installation services:yes:specification""]",
True,1 piece Metal Recovery Unit,0,[],,"```python
[]
```",
True,silver-recovery-unit,0,[],,[],
True,1 for business use piece yes Metal Recovery Unit,0,[],,"```python
[]
```",
True,Mivan Shuttering Degree cutting Machine,0,[],,[],
True,pp exstruder,2,"['pp:body material:specification', 'pp:material to be extruded:specification']",pp:body material:specification | pp:material to be extruded:specification,"[""pp:body material:specification"", ""pp:material to be extruded:specification""]",
True,"Automatic Rice Bran Solvent Extraction Plant, 100 ton/day, 100 kW",4,"['[""automatic:automation grade:specification""', '""100 ton/day:plant capacity:specification""', '""100 kg/hr:production capacity:specification""', '""100 kw:power:specification""]']","[""automatic:automation grade:specification"" | ""100 ton/day:plant capacity:specification"" | ""100 kg/hr:production capacity:specification"" | ""100 kw:power:specification""]","```python
[""automatic:automation grade:specification"", ""100 ton/day:plant capacity:specification"", ""100 kg/hr:production capacity:specification"", ""100 kw:power:specification""]
```",
True,small gold refining machine,0,[],,"```python
[]
```",
True,Twin Screw Extrusion Line 65-22V for the Production of Pipe,4,"['[""twin screw:screw design:specification""', '""65:screw diameter:specification""', '""22:screw l/d ratio:specification""', '""pipe extruder:type:specification""]']","[""twin screw:screw design:specification"" | ""65:screw diameter:specification"" | ""22:screw l/d ratio:specification"" | ""pipe extruder:type:specification""]","```python
[""twin screw:screw design:specification"", ""65:screw diameter:specification"", ""22:screw l/d ratio:specification"", ""pipe extruder:type:specification""]
```",
True,blown film double die extruder machine with double station winder for ldpe /ld and hm,8,"['[""ldpe:plastic processed:specification""', '""double:layer:specification""', '""double station:winder:specification""', '""hm:material used:specification""', '""ldpe:material used:specification""', '""double:screw number:specification""', '""automatic:automation:specification""', '""extruder:extruder:specification""]']","[""ldpe:plastic processed:specification"" | ""double:layer:specification"" | ""double station:winder:specification"" | ""hm:material used:specification"" | ""ldpe:material used:specification"" | ""double:screw number:specification"" | ""automatic:automation:specification"" | ""extruder:extruder:specification""]","```python
[""ldpe:plastic processed:specification"", ""double:layer:specification"", ""double station:winder:specification"", ""hm:material used:specification"", ""ldpe:material used:specification"", ""double:screw number:specification"", ""automatic:automation:specification"", ""extruder:extruder:specification""]
```",
True,THEYsohn PVC Twin Screw Extrusion Line,0,[],,"```python
[]
```",
True,centax,0,[],,"```python
[]
```",
True,Automatic EPE Sheet Extruder Plant,2,"['automatic:automation grade:specification', 'extruder:extruder:specification']",automatic:automation grade:specification | extruder:extruder:specification,"[""automatic:automation grade:specification"", ""extruder:extruder:specification""]",
True,Mech O Tech Mini,0,[],,"```python
[]
```",
True,Extruder Side Feeding,0,[],,[],
True,t die extruder,0,[],,[],
True,metal-refining-plant,0,[],,[],
True,soxtherm rapid fat extraction system,0,[],,"```python
[]
```",
True,fat extraction system,0,[],,"```python
[]
```",
True,centrifuge-extractor,0,[],,"```python
[]
```",
True,hdpe geomembrane sheets blown film machine,3,"['[""hdpe:material to be extruded:specification""', '""hdpe:plastic processed:specification""', '""blown film extrusion machine:machine type:specification""]']","[""hdpe:material to be extruded:specification"" | ""hdpe:plastic processed:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""hdpe:material to be extruded:specification"", ""hdpe:plastic processed:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,hdpe+geomembrane+sheets Blown film machine,2,"['[""hdpe:material to be extruded:specification""', '""blown film extrusion machine:machine type:specification""]']","[""hdpe:material to be extruded:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""hdpe:material to be extruded:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,three layer aba oscillation haul off unit blown film machine,3,"['three layer:layer:specification', 'automatic:automation grade:specification', 'blown film extrusion machine:machine type:specification']",three layer:layer:specification | automatic:automation grade:specification | blown film extrusion machine:machine type:specification,"[""three layer:layer:specification"", ""automatic:automation grade:specification"", ""blown film extrusion machine:machine type:specification""]",
True,extruder 200kg per hour,1,['200 kg/hr:production capacity:specification'],200 kg/hr:production capacity:specification,"[""200 kg/hr:production capacity:specification""]",
True,ultraautosonic,0,[],,"```python
[]
```",
True,Small herbal extraction plant for domestic use,0,[],,"```python
[]
```",
True,small herbal extraction plant,0,[],,"```python
[]
```",
True,"gold refinery machine semi automatic, capacity(kg): 80 kg",2,"['[""semi automatic:automation grade:specification""', '""80 kg:capacity(kg):specification""]']","[""semi automatic:automation grade:specification"" | ""80 kg:capacity(kg):specification""]","```python
[""semi automatic:automation grade:specification"", ""80 kg:capacity(kg):specification""]
```",
True,conical twin screw extruder for cpvc machine  60hp  production capacity: 80 -150 kghr,4,"['[""conical:screw design:specification""', '""twin screw:screw design:specification""', '""60hp:power consumption:specification""', '""80 -150 kghr:production capacity:specification""]']","[""conical:screw design:specification"" | ""twin screw:screw design:specification"" | ""60hp:power consumption:specification"" | ""80 -150 kghr:production capacity:specification""]","```python
[""conical:screw design:specification"", ""twin screw:screw design:specification"", ""60hp:power consumption:specification"", ""80 -150 kghr:production capacity:specification""]
```",
True,"Conical Twin Screw Extruder for CPVC Machine, 60HP, Production Capacity: 80 -150 Kg/Hr",4,"['[""conical:screw design:specification""', '""twin screw:screw design:specification""', '""60hp:power consumption:specification""', '""80 -150 kg/hr:production capacity:specification""]']","[""conical:screw design:specification"" | ""twin screw:screw design:specification"" | ""60hp:power consumption:specification"" | ""80 -150 kg/hr:production capacity:specification""]","```python
[""conical:screw design:specification"", ""twin screw:screw design:specification"", ""60hp:power consumption:specification"", ""80 -150 kg/hr:production capacity:specification""]
```",
True,Twin Extruder Machine,0,[],,"```python
[]
```",
True,ragg gold refiend,0,[],,[],
True,GOLD Refinery Machine Semi Automatic Capacity(kg): 5 Kg,2,"['[""semi automatic:automation grade:specification""', '""5 kg:capacity(kg):specification""]']","[""semi automatic:automation grade:specification"" | ""5 kg:capacity(kg):specification""]","```python
[""semi automatic:automation grade:specification"", ""5 kg:capacity(kg):specification""]
```",
