success,query,gemini_attr_count,gemini_isq_list,gemini_isq_pipe,gemini_raw_output
True,250 kg/hr 0.5-4 inch twin screw thibak machine,4,"['[""250 kg/hr:capacity:specification""', '""0.5-4 inch:size:specification""', '""twin screw:type:specification""', '""thibak:brand:specification""]']","[""250 kg/hr:capacity:specification"" | ""0.5-4 inch:size:specification"" | ""twin screw:type:specification"" | ""thibak:brand:specification""]","```
[""250 kg/hr:capacity:specification"", ""0.5-4 inch:size:specification"", ""twin screw:type:specification"", ""thibak:brand:specification""]
```"
True,Tape Extrusion Plant,2,"['tape:product:specification', 'extrusion:machine type:specification']",tape:product:specification | extrusion:machine type:specification,"[""tape:product:specification"", ""extrusion:machine type:specification""]"
True,PVC Blister film extrusion machine,3,"['pvc:material:specification', 'blister film:usage:specification', 'extrusion:machine type:specification']",pvc:material:specification | blister film:usage:specification | extrusion:machine type:specification,"[""pvc:material:specification"", ""blister film:usage:specification"", ""extrusion:machine type:specification""]"
True,silver refining machine,2,"['silver:usage:specification', 'refining:type:specification']",silver:usage:specification | refining:type:specification,"[""silver:usage:specification"", ""refining:type:specification""]"
True,twin screw-extruder,2,"['twin screw:type:specification', 'extruder:type:specification']",twin screw:type:specification | extruder:type:specification,"[""twin screw:type:specification"", ""extruder:type:specification""]"
True,gold refinery machine,2,"['gold:usage:specification', 'refinery:type:specification']",gold:usage:specification | refinery:type:specification,"[""gold:usage:specification"", ""refinery:type:specification""]"
True,Solvent Extraction Plants,1,['solvent extraction:usage:specification'],solvent extraction:usage:specification,"[""solvent extraction:usage:specification""]"
True,solvent-extraction-plant,1,['solvent extraction:usage:specification'],solvent extraction:usage:specification,"[""solvent extraction:usage:specification""]"
True,500 tpd solvent-extraction-plant,2,"['500 tpd:capacity:specification', 'solvent-extraction:usage:specification']",500 tpd:capacity:specification | solvent-extraction:usage:specification,"[""500 tpd:capacity:specification"", ""solvent-extraction:usage:specification""]"
True,automatic gold refining equipment,3,"['gold refining:usage:specification', 'automatic:feature:specification', 'equipment:product:specification']",gold refining:usage:specification | automatic:feature:specification | equipment:product:specification,"[""gold refining:usage:specification"", ""automatic:feature:specification"", ""equipment:product:specification""]"
True,double screw pasta extruder,3,"['double screw:type:specification', 'pasta:product:specification', 'extruder:type:specification']",double screw:type:specification | pasta:product:specification | extruder:type:specification,"[""double screw:type:specification"", ""pasta:product:specification"", ""extruder:type:specification""]"
True,Power Cable Extrusion  150 Mm,3,"['[""power cable:product:specification""', '""extrusion:machine type:specification""', '""150 mm:size:specification""]']","[""power cable:product:specification"" | ""extrusion:machine type:specification"" | ""150 mm:size:specification""]","```
[""power cable:product:specification"", ""extrusion:machine type:specification"", ""150 mm:size:specification""]
```"
True,pet sheet extrusion line,3,"['pet:material:specification', 'sheet:product:specification', 'extrusion line:type:specification']",pet:material:specification | sheet:product:specification | extrusion line:type:specification,"[""pet:material:specification"", ""sheet:product:specification"", ""extrusion line:type:specification""]"
True,Biodegradable Film Extrusion Machine,3,"['biodegradable:material:specification', 'film:usage:specification', 'extrusion:machine type:specification']",biodegradable:material:specification | film:usage:specification | extrusion:machine type:specification,"[""biodegradable:material:specification"", ""film:usage:specification"", ""extrusion:machine type:specification""]"
True,basket extruder machine (pesticid ),3,"['basket:type:specification', 'extruder:type:specification', 'pesticid:usage:specification']",basket:type:specification | extruder:type:specification | pesticid:usage:specification,"[""basket:type:specification"", ""extruder:type:specification"", ""pesticid:usage:specification""]"
True,Solid Phase Extraction System,2,"['solid phase:phase:specification', 'extraction system:type:specification']",solid phase:phase:specification | extraction system:type:specification,"[""solid phase:phase:specification"", ""extraction system:type:specification""]"
True,solid phase extraction,2,"['solid phase:usage:specification', 'extraction:type:specification']",solid phase:usage:specification | extraction:type:specification,"[""solid phase:usage:specification"", ""extraction:type:specification""]"
True,flour extrooder machine,2,"['flour:material:specification', 'extrooder:type:specification']",flour:material:specification | extrooder:type:specification,"[""flour:material:specification"", ""extrooder:type:specification""]"
True,ldpe blown film extrusion machine 20 kg/h,3,"['ldpe:material:specification', 'blown film extrusion:type:specification', '20 kg/h:capacity:specification']",ldpe:material:specification | blown film extrusion:type:specification | 20 kg/h:capacity:specification,"[""ldpe:material:specification"", ""blown film extrusion:type:specification"", ""20 kg/h:capacity:specification""]"
True,ldpe blown film extrusion machine,3,"['ldpe:material:specification', 'film:usage:specification', 'extrusion:machine type:specification']",ldpe:material:specification | film:usage:specification | extrusion:machine type:specification,"[""ldpe:material:specification"", ""film:usage:specification"", ""extrusion:machine type:specification""]"
True,gold police machine,2,"['gold:usage:specification', 'police:usage:specification']",gold:usage:specification | police:usage:specification,"[""gold:usage:specification"", ""police:usage:specification""]"
True,herbal decoction tank,2,"['herbal:usage:specification', 'decoction tank:product:specification']",herbal:usage:specification | decoction tank:product:specification,"[""herbal:usage:specification"", ""decoction tank:product:specification""]"
True,Gold Refining Plant,2,"['gold:usage:specification', 'refining:type:specification']",gold:usage:specification | refining:type:specification,"[""gold:usage:specification"", ""refining:type:specification""]"
True,Rice Bran Solvent Extraction Plant,2,"['rice bran:material:specification', 'solvent extraction:usage:specification']",rice bran:material:specification | solvent extraction:usage:specification,"[""rice bran:material:specification"", ""solvent extraction:usage:specification""]"
True,Two Layer Blown Film Extrusion Machinery in India,4,"['two layer:configuration:specification', 'blown film:usage:specification', 'extrusion machinery:type:specification', 'india:location:specification']",two layer:configuration:specification | blown film:usage:specification | extrusion machinery:type:specification | india:location:specification,"[""two layer:configuration:specification"", ""blown film:usage:specification"", ""extrusion machinery:type:specification"", ""india:location:specification""]"
True,golden refined,2,"['golden:material:specification', 'refined:quality:specification']",golden:material:specification | refined:quality:specification,"[""golden:material:specification"", ""refined:quality:specification""]"
True,clay extruder,2,"['clay:material:specification', 'extruder:type:specification']",clay:material:specification | extruder:type:specification,"[""clay:material:specification"", ""extruder:type:specification""]"
True,"wdg basket extruder machine (pesticid ), production capacity: 200 kg/hr",4,"['[""basket:type:specification""', '""extruder:type:specification""', '""pesticid:usage:specification""', '""200 kg/hr:capacity:numeric""]']","[""basket:type:specification"" | ""extruder:type:specification"" | ""pesticid:usage:specification"" | ""200 kg/hr:capacity:numeric""]","```
[""basket:type:specification"", ""extruder:type:specification"", ""pesticid:usage:specification"", ""200 kg/hr:capacity:numeric""]
```"
