pc_item_name,glcat_mcat_id,glcat_mcat_name
DC Brake Motor,21078,Brake Motors
93Watt to 235Watt / PMDC Motor,445,DC Motor
Geared Motors,29373,Gear Motor
Globe Valves With Electrical Actuator,40795,Valve Actuators
Globe Valves With Electrical Actuator,40795,Valve Actuators
Paddle Wheel Aerator Waterproof Motor Cover,117875,Motor Cover
Unbalanced Vibro Motor,2743,Vibration Motor
Crompton Greaves Electric Motor,126348,Crompton Greaves Motor
MG90S Mini Digital Servo Motor,13275,DC Servo Motor
Crompton Greaves Electric Motor,126348,Crompton Greaves Motor
Servo Motors Repair,168060,Servo Motor Repair
Servo Motors Repair,168060,Servo Motor Repair
DC Motor,19815,Universal DC Motor
DC Motor,19815,Universal DC Motor
93Watt to 235Watt / PMDC Motor,445,DC Motor
93Watt to 235Watt / PMDC Motor,445,DC Motor
93Watt to 235Watt / PMDC Motor,445,DC Motor
DC Motor,445,DC Motor
DC Motor,445,DC Motor
DC Motor,445,DC Motor
Stepper Motors,18794,Stepper Motor
10Kg Ac Synchronous Motor,45525,AC Synchronous Motor
10Kg Ac Synchronous Motor,45525,AC Synchronous Motor
10Kg Ac Synchronous Motor,45525,AC Synchronous Motor
High Frequency Servo Actuator,37975,Servo Actuators
High Frequency Servo Actuator,37975,Servo Actuators
Torque Electric Motors,19705,Torque Motor
General Electric Motors,181196,General Electric AC Motors
Omax Star Delta Starter,226794,3 Phase Motor Starter
PMDC Motor,52920,PMDC Motor
PMDC Motor,52920,PMDC Motor
DC Motor 540,445,DC Motor
DC Motor 540,445,DC Motor
"MY6812 24VDC 150W, 2750 RPM Electric Motor (Chain)",445,DC Motor
"MY6812 24VDC 150W, 2750 RPM Electric Motor (Chain)",445,DC Motor
"MY6812 24VDC 150W, 2750 RPM Electric Motor (Chain)",445,DC Motor
DC Motors,445,DC Motor
DC Motors,445,DC Motor
Probots 300 RPM L type single shaft BO Motor,52893,Battery Operated Motor
Probots 300 RPM L type single shaft BO Motor,52893,Battery Operated Motor
Electronic Spices 3v -12v Toy Motor DC Motor Mini Electric Motor Carbon Brush High Speed Motor,39979,Toy Motor
Cooling Tower Motor,131722,Cooling Tower Motors
0.5HP Mixer Grinder Motor,84526,Mixer Grinder Motor
Cooler Motor,52897,Cooler Motor
Cooler Motor,52897,Cooler Motor
V Type Carbon Brush Holder,55772,Carbon Brush Holder
Two Stage Helical Gear Motor,29373,Gear Motor
Pin Type Miniature Slip Ring,43307,Modular Slip Ring
Pin Type Miniature Slip Ring,43307,Modular Slip Ring
55 KW Crompton Industrial Motors,193884,Crompton Greaves Industrial Motors
Doncheng Vacuum Cleaner Motors,40749,Vacuum Cleaner Motors
Doncheng Vacuum Cleaner Motors,40749,Vacuum Cleaner Motors
Doncheng Vacuum Cleaner Motors,40749,Vacuum Cleaner Motors
MVE-E 4 Pole Electric Vibration Motor,2743,Vibration Motor
SGL Vibratory Motor,2743,Vibration Motor
Dz make AC Gear Motor 6W-250W,150167,Three Phase Gear Motor
Dz make AC Gear Motor 6W-250W,150167,Three Phase Gear Motor
Belimo On/Off Damper Actuator,183591,Damper Actuators
Industrial Flowserve Positioner,20641,Pneumatic Positioner
Cage Rotor And Wound Rotor,156253,Wound Rotor Induction Motor
Omax Star Delta Starter,226794,3 Phase Motor Starter
Bhel Motor Slipring,37228,Slip Ring Motor
Bhel Motor Slipring,37228,Slip Ring Motor
Industrial Flowserve Positioner,20641,Pneumatic Positioner
810T Carbon Brush,112046,Metal Carbon Brushes
Zbotic TowerPro SG90 180 Degree Rotation Servo Motor,13275,DC Servo Motor
Star Delta Dryrun starters,33567,Motor Starter
Dz make AC Gear Motor 6W-250W,150167,Three Phase Gear Motor
Belimo On/Off Damper Actuator,183591,Damper Actuators
5HP Aluminium Bell Housing,136623,Bell Housing
5HP Aluminium Bell Housing,136623,Bell Housing
AC Servo Motors,14970,AC Servo Motor
AC Servo Motors,14970,AC Servo Motor
Belimo On/Off Damper Actuator,183591,Damper Actuators
300 RPM BO Motor Dual Shaft BO Motor - Straight,139590,Double Shaft Motor
MVE-E 4 Pole Electric Vibration Motor,2743,Vibration Motor
SGL Vibratory Motor,2743,Vibration Motor
SGL Vibratory Motor,2743,Vibration Motor
Encoders,30451,Hollow Shaft Encoders
300 RPM BO Motor Dual Shaft BO Motor - Straight,139590,Double Shaft Motor
300 RPM BO Motor Dual Shaft BO Motor - Straight,139590,Double Shaft Motor
300 RPM BO Motor Dual Shaft BO Motor - Straight,139590,Double Shaft Motor
300 RPM BO Motor Dual Shaft BO Motor - Straight,139590,Double Shaft Motor
Panasonic LIQI AC Servo Driver & Motor,14970,AC Servo Motor
810T Carbon Brush,112046,Metal Carbon Brushes
Automatic Rolling Shutter Motor,77612,Rolling Shutter Motor
Star Delta Dryrun starters,33567,Motor Starter
Bhel Motor Slipring,37228,Slip Ring Motor
Bhel Motor Slipring,37228,Slip Ring Motor
YTC Positioner,40629,Valve Positioners
55 KW Crompton Industrial Motors,193884,Crompton Greaves Industrial Motors
YTC Positioner,40629,Valve Positioners
YTC Positioner,40629,Valve Positioners
Inline Helical Geared Motors,43308,Helical Geared Motor
Shaded Pole Motors,36931,Shaded Pole Motors
Panasonic LIQI AC Servo Driver & Motor,14970,AC Servo Motor
Doncheng Vacuum Cleaner Motors,40749,Vacuum Cleaner Motors
Doncheng Vacuum Cleaner Motors,40749,Vacuum Cleaner Motors
Regular Auto Switch,140407,Motor Automatic Switch
810T Carbon Brush,112046,Metal Carbon Brushes
Hydraulic Pump Motor,141877,Hydraulic Pump Motor
5HP Aluminium Bell Housing,136623,Bell Housing
5HP Aluminium Bell Housing,136623,Bell Housing
5HP Aluminium Bell Housing,136623,Bell Housing
Industrial Flowserve Positioner,20641,Pneumatic Positioner
Belimo On/Off Damper Actuator,183591,Damper Actuators
AC Servo Motors,14970,AC Servo Motor
Star Delta Dryrun starters,33567,Motor Starter
Doncheng Vacuum Cleaner Motors,40749,Vacuum Cleaner Motors
Pmdc Geared Motor,183437,PMDC Geared Motor
Encoders,30451,Hollow Shaft Encoders
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Three Phase Electric Motor 7.5,52930,Three Phase Electric Motor
Three Phase Electric Motor 7.5,52930,Three Phase Electric Motor
Three Phase Electric Motor 7.5,52930,Three Phase Electric Motor
Three Phase Electric Motor 7.5,52930,Three Phase Electric Motor
Three Phase Electric Motor 7.5,52930,Three Phase Electric Motor
Starter Motor Brush Set,145615,Industrial Carbon Brushes
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
Simple DC motor,445,DC Motor
Simple DC motor,445,DC Motor
Electric Linear Actuator,158987,Electromechanical Linear Actuator
Electric Linear Actuator,158987,Electromechanical Linear Actuator
V4055 Honeywell Fluid Power Actuator,28339,Fluid Power Actuators
Inline Gear Motor,43309,Inline Geared Motor
Slip Ring Assembly for Cranes,141589,Slip Ring Assemblies
Carbon Brushes,903,Carbon Brush
Flame Proof Monoblock Pumps,21079,Flame Proof Motors
Split Ac Outdoor Motor,186009,Air Conditioner Motor
Simple DC motor,445,DC Motor
1.25 HP Geared Air Motor,21680,Air Motors
240 V WEG Electric Motor,657268,Weg Motor
KU DOL Motor Starter (also known as MU Starter),26266,DOL Starter
KU DOL Motor Starter (also known as MU Starter),26266,DOL Starter
ABB Three Phase Induction  Motor 75HP,131725,Three Phase Induction Motor
ABB Three Phase Induction  Motor 75HP,131725,Three Phase Induction Motor
Solenoid Switch ... 391,7852,Starter Solenoid Switches
Solenoid Switch ... 391,7852,Starter Solenoid Switches
240 V WEG Electric Motor,657268,Weg Motor
Outdoor Motor,52902,Door Motor
Three Phase Gear Motor,150167,Three Phase Gear Motor
V4055 Honeywell Fluid Power Actuator,28339,Fluid Power Actuators
Three Phase Gear Motor,150167,Three Phase Gear Motor
Flame Proof Monoblock Pumps,21079,Flame Proof Motors
240 V WEG Electric Motor,657268,Weg Motor
240 V WEG Electric Motor,657268,Weg Motor
1.25 HP Geared Air Motor,21680,Air Motors
1.25 HP Geared Air Motor,21680,Air Motors
ABB Three Phase Induction  Motor 75HP,131725,Three Phase Induction Motor
Blue Cooling Tower Electric Motor,443716,Tower Fan Motor
Motor Automatic Switch,140407,Motor Automatic Switch
Motor Automatic Switch,140407,Motor Automatic Switch
Solenoid Switch ... 391,7852,Starter Solenoid Switches
Solenoid Switch ... 391,7852,Starter Solenoid Switches
Sliding Gate Motor,52905,Electric Sliding Gate Motor
Electric Linear Actuator,158987,Electromechanical Linear Actuator
Sliding Gate Motor,52905,Electric Sliding Gate Motor
Sliding Gate Motor,52905,Electric Sliding Gate Motor
Sliding Gate Motor,52905,Electric Sliding Gate Motor
Dc Motor,445,DC Motor
Dc Motor,445,DC Motor
Dc Motor,445,DC Motor
Sliding Gate Motor,52905,Electric Sliding Gate Motor
1000Kg Electric Sliding Gate Motor,52905,Electric Sliding Gate Motor
1000Kg Electric Sliding Gate Motor,52905,Electric Sliding Gate Motor
DC Motor Commutator,106204,Commutator
DC Motor Commutator,106204,Commutator
DC Motor Commutator,106204,Commutator
Power Tools  Commutator,106204,Commutator
Delco Spring Charging Motor,161463,Spring Charging Motor
Delco Spring Charging Motor,161463,Spring Charging Motor
PMDC MOTORS,52920,PMDC Motor
Battery Operated Special Purpose Motors,52893,Battery Operated Motor
Battery Operated Special Purpose Motors,52893,Battery Operated Motor
Battery Operated Special Purpose Motors,52893,Battery Operated Motor
DC Motor 535,445,DC Motor
DC Motor 535,445,DC Motor
12V DC Motor,445,DC Motor
12V DC Motor,445,DC Motor
DC BO Motors With Wheels,445,DC Motor
DC BO Motors With Wheels,445,DC Motor
"12v DC RS-37-555 Side Shaft Gear, Geared Motor - 10 rpm",445,DC Motor
VCB Spring Charging Motor,161463,Spring Charging Motor
VCB Spring Charging Motor,161463,Spring Charging Motor
3 Phase Motor Starter,226794,3 Phase Motor Starter
3 Phase Motor Starter,226794,3 Phase Motor Starter
3 Phase Motor Starter,226794,3 Phase Motor Starter
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Encoders,30451,Hollow Shaft Encoders
Industrial Flowserve Positioner,20641,Pneumatic Positioner
Zbotic TowerPro SG90 180 Degree Rotation Servo Motor,13275,DC Servo Motor
Zbotic TowerPro SG90 180 Degree Rotation Servo Motor,13275,DC Servo Motor
Shaded Pole Motors,36931,Shaded Pole Motors
Shaded Pole Motors,36931,Shaded Pole Motors
MVE-E 4 Pole Electric Vibration Motor,2743,Vibration Motor
SGL Vibratory Motor,2743,Vibration Motor
SGL Vibratory Motor,2743,Vibration Motor
L&T Single Phase Starter,226793,Single Phase Motor Starter
L&T Single Phase Starter,226793,Single Phase Motor Starter
L&T Single Phase Starter,226793,Single Phase Motor Starter
Panasonic LIQI AC Servo Driver & Motor,14970,AC Servo Motor
Pin Type Miniature Slip Ring,43307,Modular Slip Ring
Pin Type Miniature Slip Ring,43307,Modular Slip Ring
Bhel Motor Slipring,37228,Slip Ring Motor
Bhel Motor Slipring,37228,Slip Ring Motor
Hydraulic Pump Motor,141877,Hydraulic Pump Motor
Hydraulic Press Machine Servo Motor,14970,AC Servo Motor
Hydraulic Pump Motor,141877,Hydraulic Pump Motor
Doncheng Vacuum Cleaner Motors,40749,Vacuum Cleaner Motors
Doncheng Vacuum Cleaner Motors,40749,Vacuum Cleaner Motors
PMDC Motor,52920,PMDC Motor
DC Motor 540,445,DC Motor
DC Motor 540,445,DC Motor
"MY6812 24VDC 150W, 2750 RPM Electric Motor (Chain)",445,DC Motor
"MY6812 24VDC 150W, 2750 RPM Electric Motor (Chain)",445,DC Motor
Electronic Spices 3v -12v Toy Motor DC Motor Mini Electric Motor Carbon Brush High Speed Motor,39979,Toy Motor
Cooling Tower Motor,131722,Cooling Tower Motors
0.5HP Mixer Grinder Motor,84526,Mixer Grinder Motor
0.5HP Mixer Grinder Motor,84526,Mixer Grinder Motor
0.5HP Mixer Grinder Motor,84526,Mixer Grinder Motor
Leyland Alternator Slip Ring,37229,Slip Rings
V Type Carbon Brush Holder,55772,Carbon Brush Holder
V Type Carbon Brush Holder,55772,Carbon Brush Holder
Two Stage Helical Gear Motor,29373,Gear Motor
Two Stage Helical Gear Motor,29373,Gear Motor
Two Stage Helical Gear Motor,29373,Gear Motor
"40W ,60W ,90 Watt Ac Induction Gear Motor",21549,AC Geared Motor
"40W ,60W ,90 Watt Ac Induction Gear Motor",21549,AC Geared Motor
"40W ,60W ,90 Watt Ac Induction Gear Motor",21549,AC Geared Motor
"40W ,60W ,90 Watt Ac Induction Gear Motor",21549,AC Geared Motor
Electrical Industrial Motor,52915,Industrial Motors
Electrical Industrial Motor,52915,Industrial Motors
Bakelite Connection Plates,137749,Motor Terminal Plate
EF-3/3 Electric Terminal Connector Plate,137749,Motor Terminal Plate
0.5HP Mixer Grinder Motor,84526,Mixer Grinder Motor
Schneider Motor Starter,33567,Motor Starter
320RPM Sliding Gate Motor,29337,Gate Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
Bakelite Connection Plates,137749,Motor Terminal Plate
Bakelite Connection Plates,137749,Motor Terminal Plate
Terminal Plates,137749,Motor Terminal Plate
0.5HP Mixer Grinder Motor,84526,Mixer Grinder Motor
0.5HP Mixer Grinder Motor,84526,Mixer Grinder Motor
0.5HP Mixer Grinder Motor,84526,Mixer Grinder Motor
1 HP Three Phase Electric Motor,52930,Three Phase Electric Motor
1 HP Three Phase Electric Motor,52930,Three Phase Electric Motor
1 HP Three Phase Electric Motor,52930,Three Phase Electric Motor
50 Hz Electric Motors,52927,Single Phase Electric Motor
Schneider Motor Starter,33567,Motor Starter
Schneider Motor Starter,33567,Motor Starter
320RPM Sliding Gate Motor,29337,Gate Motor
320RPM Sliding Gate Motor,29337,Gate Motor
320RPM Sliding Gate Motor,29337,Gate Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
10 HP 6 Pole Electric Motor,181114,ABB Electric Motor
Bakelite Connection Plates,137749,Motor Terminal Plate
Bakelite Connection Plates,137749,Motor Terminal Plate
Bakelite Connection Plates,137749,Motor Terminal Plate
Bakelite Connection Plates,137749,Motor Terminal Plate
EF-3/3 Electric Terminal Connector Plate,137749,Motor Terminal Plate
EF-3/3 Electric Terminal Connector Plate,137749,Motor Terminal Plate
STEPPER MOTOR CONTROLLER,13374,Stepper Motor Controller
Shaded Pole Motors,36931,Shaded Pole Motors
Shaded Pole Motors,36931,Shaded Pole Motors
Shaded Pole Motors,36931,Shaded Pole Motors
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Industrial Sliding Gate Motor,29337,Gate Motor
Hydraulic Motor,10834,Hydraulic Motor
Hydraulic Motor,10834,Hydraulic Motor
Hydraulic Motor,10834,Hydraulic Motor
Hydraulic Motor,10834,Hydraulic Motor
Hydraulic Motor,10834,Hydraulic Motor
Hydraulic Motor,10834,Hydraulic Motor
10Kg Ac Synchronous Motor,45525,AC Synchronous Motor
10Kg Ac Synchronous Motor,45525,AC Synchronous Motor
10Kg Ac Synchronous Motor,45525,AC Synchronous Motor
10Kg Ac Synchronous Motor,45525,AC Synchronous Motor
Nema 34 Stepper Motor,18794,Stepper Motor
Nema 34 Stepper Motor,18794,Stepper Motor
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Cooling Tower Motor,131722,Cooling Tower Motors
Three Phase Electric Motor 7.5,52930,Three Phase Electric Motor
Starter Motor Brush Set,145615,Industrial Carbon Brushes
Starter Motor Brush Set,145615,Industrial Carbon Brushes
Starter Motor Brush Set,145615,Industrial Carbon Brushes
Starter Motor Brush Set,145615,Industrial Carbon Brushes
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
"Eastman 7""Ag Carbon Brush",190885,Power Tool Carbon Brush
Connection Plate Kirloskar Y2-315,137749,Motor Terminal Plate
Paco Motor Terminal Plate,137749,Motor Terminal Plate
3 Phase Motor Starter,226794,3 Phase Motor Starter
PMDC MOTORS,52920,PMDC Motor
DMC Motor Starter,33567,Motor Starter
GSM Motor Starter,161896,Mobile Starter
Air Brake Direct On Motor Starters,33567,Motor Starter
Unbalanced Vibrator  Motors,2743,Vibration Motor
Unbalanced Vibrator  Motors,2743,Vibration Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Paco Motor Terminal Plate,137749,Motor Terminal Plate
Paco Motor Terminal Plate,137749,Motor Terminal Plate
3 Phase Motor Starter,226794,3 Phase Motor Starter
Mobile Motor Starter PRO,161896,Mobile Starter
Three Phase EM Motor Brake,21078,Brake Motors
Three Phase EM Motor Brake,21078,Brake Motors
Three Phase EM Motor Brake,21078,Brake Motors
DMC Motor Starter,33567,Motor Starter
DMC Motor Starter,33567,Motor Starter
Single Phase Electronic Motor Starter,226793,Single Phase Motor Starter
Single Phase Electronic Motor Starter,226793,Single Phase Motor Starter
GSM Motor Starter,161896,Mobile Starter
Slip Ring Motor,37228,Slip Ring Motor
Slip Ring Motor,37228,Slip Ring Motor
MH100-50 Metronix Hollowshaft Encoder With 50mm Bore Dia,30451,Hollow Shaft Encoders
MH100-50 Metronix Hollowshaft Encoder With 50mm Bore Dia,30451,Hollow Shaft Encoders
MH100-50 Metronix Hollowshaft Encoder With 50mm Bore Dia,30451,Hollow Shaft Encoders
DOL Starter,226794,3 Phase Motor Starter
DOL Starter,226794,3 Phase Motor Starter
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Ego Deco Plus Ceiling Fan,146600,AC Fan Motor
Connection Plate Kirloskar Y2-315,137749,Motor Terminal Plate
Connection Plate Kirloskar Y2-315,137749,Motor Terminal Plate
2HP Heavy Duty Vibrator Motor - MAXCENT VIBRATOR,2743,Vibration Motor
Electric Linear Actuator,158987,Electromechanical Linear Actuator
Sliding Gate Motor,52905,Electric Sliding Gate Motor
Electric Linear Actuator,158987,Electromechanical Linear Actuator
