success,query,qmeans_attr_count,qmeans_isq_list,qmeans_isq_pipe,response_time
True,groundnuts solvent extraction plant,2,"['groundnuts:usage:specification', 'solvent extraction:type:specification']",groundnuts:usage:specification | solvent extraction:type:specification,20.93
True,electrolytic gold refining plant,1,['gold:refining material:specification'],gold:refining material:specification,17.8
True,10 TPD herbal extraction plant,2,"['10 tpd:capacity:specification', 'herbal extraction:product:specification']",10 tpd:capacity:specification | herbal extraction:product:specification,17.75
True,2 kg automatic gold refinery machine,3,"['2 kg:capacity:specification', 'automatic:automation grade:specification', 'gold refinery:usage:specification']",2 kg:capacity:specification | automatic:automation grade:specification | gold refinery:usage:specification,23.79
True,yes solvent extraction systems,2,"['solvent extraction systems:product:specification', 'yes:brand:specification']",solvent extraction systems:product:specification | yes:brand:specification,16.39
True,soybean seed solvent extraction plant,2,"['solvent extraction:type:specification', 'soybean seed:usage:specification']",solvent extraction:type:specification | soybean seed:usage:specification,25.82
True,oryza sativa extract (rice bran),2,"['extract:form:specification', 'oryza sativa:botanical name:specification']",extract:form:specification | oryza sativa:botanical name:specification,27.05
True,solvent extraction,0,[],,16.39
True,no Silver Recovery Unit,2,"['recovery unit:type:specification', 'silver:color:specification']",recovery unit:type:specification | silver:color:specification,17.55
True,teflon wire extruder,2,"['extruder:type:specification', 'teflon:material:specification']",extruder:type:specification | teflon:material:specification,16.92
True,chili oleoresins extraction plants,2,"['chili oleoresins:usage:specification', 'extraction:machine type:specification']",chili oleoresins:usage:specification | extraction:machine type:specification,18.45
True,Used Gold Necklace Refining Service,2,"['necklace refining service:service:specification', 'used:condition:specification']",necklace refining service:service:specification | used:condition:specification,17.31
True,Lava Spray Extraction Machine,2,"['lava:brand:specification', 'spray extraction machine:product:specification']",lava:brand:specification | spray extraction machine:product:specification,17.31
True,yes no 5 kg Gold Refining Plant,1,['5 kg:capacity:specification'],5 kg:capacity:specification,18.01
True,building wire/ jacketing extrusion lines,1,['extrusion:product:specification'],extrusion:product:specification,18.19
True,Solid Phase Extraction Manifold,2,"['extraction:usage:specification', 'manifold:product:specification']",extraction:usage:specification | manifold:product:specification,18.02
True,pvc profile twin screw extruders,1,['pvc:material:specification'],pvc:material:specification,21.43
True,Twin Screw Profile Extruder,1,['twin screw:screw type:specification'],twin screw:screw type:specification,17.34
True,Three Layers Co Extrusion Blown Film Machine,2,"['extrusion:machine type:specification', 'three layers:layer:specification']",extrusion:machine type:specification | three layers:layer:specification,30.11
True,compostable blown film extruder,2,"['compostable:material:specification', 'extruder:type:specification']",compostable:material:specification | extruder:type:specification,17.66
True,TPU tubing extrusion,2,"['extrusion:process:specification', 'tpu:material:specification']",extrusion:process:specification | tpu:material:specification,20.17
True,3 layer aba blown film machine,1,['3 layer:layer:specification'],3 layer:layer:specification,19.12
True,Cable Extrusion Plant,2,"['cable:usage:specification', 'extrusion:machine type:specification']",cable:usage:specification | extrusion:machine type:specification,22.27
True,twin screw extruder pelletzing line machine,2,"['extruder:type:specification', 'screw:machine type:specification']",extruder:type:specification | screw:machine type:specification,17.15
True,Industrial Cable Extrusion Machine,2,"['cable extrusion:machine type:specification', 'industrial:usage:specification']",cable extrusion:machine type:specification | industrial:usage:specification,18.27
True,no extrusion-plant,1,['extrusion-plant:process:specification'],extrusion-plant:process:specification,18.16
True,brass extrusion plant,1,['brass:material:specification'],brass:material:specification,16.72
True,Soybean Extract Daidzein Powder 98% CAS 486-66-8,4,"['486-66-8:cas number:specification', '98%:purity:specification', 'powder:form:specification', 'soybean:name of extract:specification']",486-66-8:cas number:specification | 98%:purity:specification | powder:form:specification | soybean:name of extract:specification,18.69
True,solvant plant,0,[],,17.45
True,Gold and Silver Combined Refining Machin,1,['refining machin:type:specification'],refining machin:type:specification,17.89
True,sulica extraction plant,0,[],,29.12
True,Herbal Essential Oil Extraction Plant,2,"['essential oil:usage:specification', 'extraction:machine type:specification']",essential oil:usage:specification | extraction:machine type:specification,19.26
True,beetle bakr,0,[],,16.61
True,farsan excruder die,1,['farsan:brand:specification'],farsan:brand:specification,17.6
True,पानी से बाजरी निकालने का मशीन,1,['बाजरी निकालने का:book name:specification'],बाजरी निकालने का:book name:specification,31.96
True,Aluminium Extrusion Press Line Handling System,1,['aluminium:material:specification'],aluminium:material:specification,17.5
True,single die extruder for hot melt adhesive,3,"['extruder:type:specification', 'hot melt adhesive:usage:specification', 'single die:number of dies:specification']",extruder:type:specification | hot melt adhesive:usage:specification | single die:number of dies:specification,18.72
True,titanium Refinery Machine Container,2,"['container:type:specification', 'refinery machine:usage:specification']",container:type:specification | refinery machine:usage:specification,23.3
True,T Die Nylon Extruder Machine,2,"['extruder:type:specification', 'nylon:material to be extruded:specification']",extruder:type:specification | nylon:material to be extruded:specification,17.6
True,lldpe blown film extrusion plant,1,['lldpe:material:specification'],lldpe:material:specification,16.76
True,dye gold plant,2,"['gold:color:specification', 'plant:product:specification']",gold:color:specification | plant:product:specification,18.06
True,gold refining plant in bengaluru,0,[],,17.47
True,Automatic Twin Screw Extruders,2,"['automatic:automation grade:specification', 'screw:type:specification']",automatic:automation grade:specification | screw:type:specification,32.67
True,toyota prado 2.7l vt twin-screw supercharger kit  40% hp,1,['40%:power:specification'],40%:power:specification,17.82
True,Extruder PSCE-100,2,"['extruder:type:specification', 'psce-100:model name/number:specification']",extruder:type:specification | psce-100:model name/number:specification,18.24
True,beta scrow,0,[],,17.82
True,65 mm mono layer extruder,3,"['65 mm:screw diameter:specification', 'extruder:type:specification', 'mono layer:layer:specification']",65 mm:screw diameter:specification | extruder:type:specification | mono layer:layer:specification,18.07
True,cutter compactor extruders,1,['compactor:product:specification'],compactor:product:specification,16.6
True,fat extraction machine,1,['fat extraction:usage:specification'],fat extraction:usage:specification,19.11
True,hopper required for 100mm extruder,1,['extruder:usage:specification'],extruder:usage:specification,17.36
True,Twin Screw Extruder For PVC Pipe Production Capacity: 180 Kg/HR,1,['180 kg/hr:capacity:specification'],180 kg/hr:capacity:specification,17.67
True,blown film extrusion machine two layer,1,['two layer:layer:specification'],two layer:layer:specification,17.87
True,Stomastar Liquid,1,['liquid:form:specification'],liquid:form:specification,17.84
True,stevia extraction machinery,1,['stevia:usage:specification'],stevia:usage:specification,17.15
True,yash bitumen extractor,2,"['bitumen extractor:machine type:specification', 'yash:brand/make:specification']",bitumen extractor:machine type:specification | yash:brand/make:specification,29.59
True,aba filme machine,1,['aba:brand:specification'],aba:brand:specification,16.8
True,no cable extruder machine,1,['extruder:type:specification'],extruder:type:specification,18.39
True,prefenofs luqued,0,[],,16.76
True,PVC Blown Film Machine - 60kg/hr Capacity,2,"['60kg/hr:capacity:specification', 'pvc:material:specification']",60kg/hr:capacity:specification | pvc:material:specification,24.4
True,Automatic Twin Screw Corn Puffed Stick Extruder,0,[],,27.46
True,BL Series Of High Quality Double Screw Extruder,3,"['bl series:model name/number:specification', 'high quality:features:specification', 'screw extruder:type:specification']",bl series:model name/number:specification | high quality:features:specification | screw extruder:type:specification,17.24
True,Automatic Twin Screw Corn Pola Bamboo Extruder,1,['automatic:operation mode:specification'],automatic:operation mode:specification,17.68
True,Twin Screw Corn Ring Production Line,1,['twin screw:screw type:specification'],twin screw:screw type:specification,21.5
True,Twin Screw Murmure Extruder,2,"['extruder:type:specification', 'twin screw:screw type:specification']",extruder:type:specification | twin screw:screw type:specification,18.62
True,Automatic Twin Screw Corn Puffed Ring Extruder,1,['automatic:operation mode:specification'],automatic:operation mode:specification,43.45
True,Centrifuge Hydro Extractor,1,['hydro extractor:product:specification'],hydro extractor:product:specification,17.35
True,Herbal_Extraction_Plant,0,[],,17.78
True,italian gold filter,0,[],,17.85
True,herbal extraction and distillation plants,2,"['distillation:type:specification', 'herbal:usage:specification']",distillation:type:specification | herbal:usage:specification,27.65
True,Jockey Extruder Machine Capacity: 10 to 60 Kg/hr,3,"['10 to 60 kg/hr:capacity:specification', 'extruder:type:specification', 'jockey:brand:specification']",10 to 60 kg/hr:capacity:specification | extruder:type:specification | jockey:brand:specification,19.41
True,kattha manufacturing plant,1,['kattha:type of namkeen:specification'],kattha:type of namkeen:specification,19.51
True,kattha or catecheu manufacturing plant  capacity: 10 tpd,1,['10 tpd:capacity:specification'],10 tpd:capacity:specification,22.16
True,"Kattha Or Catecheu Manufacturing Plant, Capacity: 10 TPD",1,['10 tpd:capacity:specification'],10 tpd:capacity:specification,18.0
True,Stainless Steel Catechu Extract Manufacturing Solvent Extraction Plant (100 TPD),1,['stainless steel:material:specification'],stainless steel:material:specification,16.68
True,Cable Extrusion Machine,0,[],,38.83
True,250 micron twin screw extruder,1,['screw extruder:type:specification'],screw extruder:type:specification,17.95
True,cable wire extruder machine,1,['extruder:type:specification'],extruder:type:specification,19.09
True,co rotating twin screw extruders polymers,1,['screw:type:specification'],screw:type:specification,17.62
True,thiokol lp-32 alkylen polysulfide,1,['lp-32:grade:specification'],lp-32:grade:specification,17.44
True,methico hr,1,['hr:grade:specification'],hr:grade:specification,17.56
True,water extractor,0,[],,16.48
True,10 kg silver refining plant,3,"['10 kg:capacity:specification', 'refining plant:type:specification', 'silver:refining material:specification']",10 kg:capacity:specification | refining plant:type:specification | silver:refining material:specification,16.51
True,centrifugal-hydro-extractor,0,[],,18.48
True,vikas industries fully automatic aba blown film extrusion machine,2,"['automatic:machine type:specification', 'vikas industries:brand:specification']",automatic:machine type:specification | vikas industries:brand:specification,19.24
True,Gold Refining Plan Machine,1,['gold:refining material:specification'],gold:refining material:specification,18.87
True,Vertical Extruders,1,['vertical:orientation:specification'],vertical:orientation:specification,17.93
True,Jockey Extruder,2,"['extruder:type:specification', 'jockey:brand:specification']",extruder:type:specification | jockey:brand:specification,25.48
True,Ccv Line,0,[],,17.29
True,masterbatch twin screw extruder,1,['screw extruder:type:specification'],screw extruder:type:specification,20.84
True,twin+screw+extruder,0,[],,16.75
True,Profile Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,19.89
True,Gold Refinery Consultant,0,[],,17.26
True,Nederman BenchTop Extraction Arm FX2  50 Original,2,"['extraction arm:product:specification', 'nederman:brand:specification']",extraction arm:product:specification | nederman:brand:specification,17.47
True,waluj,0,[],,17.74
True,CARNIFORCYL LIQUID (,1,['liquid:form:specification'],liquid:form:specification,17.2
True,twin-screw extruder,1,['extruder:type:specification'],extruder:type:specification,19.67
True,gold processing machine,1,['gold:melting material:specification'],gold:melting material:specification,16.43
True,cleaning ingre,0,[],,16.26
True,Zinc Recovery Systems,1,['recovery:type:specification'],recovery:type:specification,18.4
True,100 no table top extruders,2,"['100 no:model name/number:specification', 'table top:type:specification']",100 no:model name/number:specification | table top:type:specification,17.7
True,100 table top extruders,1,['table top:type:specification'],table top:type:specification,16.17
True,cable extruder for strip linning,2,"['cable extruder:type:specification', 'strip linning:usage:specification']",cable extruder:type:specification | strip linning:usage:specification,15.81
True,concrete mixer patiala hammerman engg co,2,"['concrete:mixer type:specification', 'hammerman:brand:specification']",concrete:mixer type:specification | hammerman:brand:specification,19.44
True,Milacron TC 80 Conical Screw Extrusion System,3,"['conical screw extrusion system:product:specification', 'milacron:brand:specification', 'tc 80:series:specification']",conical screw extrusion system:product:specification | milacron:brand:specification | tc 80:series:specification,27.28
True,silver refinery bangalore,2,"['bangalore:place of origin:specification', 'silver:usage:specification']",bangalore:place of origin:specification | silver:usage:specification,17.17
True,herbal extraction plant under 50000,1,['50000:capacity:specification'],50000:capacity:specification,21.49
True,herbal extraction plant near kolhapur under 50000,0,[],,17.62
True,Bopp Film Production Line,1,['bopp:material:specification'],bopp:material:specification,17.76
True,Aqua Regia Gold Refining System Capacity(kg): 5 Kg,2,"['5 kg:capacity:specification', 'refining:type:specification']",5 kg:capacity:specification | refining:type:specification,17.26
True,automatic stainless steel twin screw extruder  electric  production capacity: up to 100 kghr,5,"['automatic:automation grade:specification', 'electric:power source:specification', 'screw extruder:machine type:specification', 'stainless steel:material:specification', 'up to 100 kghr:capacity:specification']",automatic:automation grade:specification | electric:power source:specification | screw extruder:machine type:specification | stainless steel:material:specification | up to 100 kghr:capacity:specification,17.97
True,"Automatic Stainless steel Twin Screw Extruder, Electric, Production Capacity: Up To 100 kg/hr",2,"['automatic:automation grade:specification', 'stainless steel:material:specification']",automatic:automation grade:specification | stainless steel:material:specification,18.18
True,Pvc Pipe Twin Screw Extruder Machine,2,"['pvc:usage:specification', 'screw:machine type:specification']",pvc:usage:specification | screw:machine type:specification,18.92
True,Conical Twin Screw Extruder for PVC Profile,2,"['pvc profile:usage:specification', 'screw extruder:type:specification']",pvc profile:usage:specification | screw extruder:type:specification,17.61
True,conical twin screw extruder for pvc profile  50-100 hp  production capacity: 70- 250 kghr,2,"['50-100 hp:motor power:specification', '70- 250 kghr:capacity:specification']",50-100 hp:motor power:specification | 70- 250 kghr:capacity:specification,18.07
True,"Conical Twin Screw Extruder for PVC Profile, 50-100 HP, Production Capacity: 70- 250 Kg/Hr",2,"['50-100 hp,:motor power:specification', '70- 250 kg/hr:capacity:specification']","50-100 hp,:motor power:specification | 70- 250 kg/hr:capacity:specification",19.35
True,pvc twin screw extruder machine 200 mm,2,"['200 mm:capacity:specification', 'pvc:material:specification']",200 mm:capacity:specification | pvc:material:specification,16.74
True,pvc twin screw extruder machine,2,"['pvc:material:specification', 'screw extruder:type:specification']",pvc:material:specification | screw extruder:type:specification,18.48
True,Complete Aluminium Extrusion Plant,2,"['aluminium:material:specification', 'extrusion:machine type:specification']",aluminium:material:specification | extrusion:machine type:specification,18.4
True,aqua regia gold refining system  capacity(kg): 5 kg,2,"['5 kg:capacity:specification', 'refining:type:specification']",5 kg:capacity:specification | refining:type:specification,18.57
True,"Aqua Regia Gold Refining System, Capacity(kg): 5 kg",1,['5 kg:capacity:specification'],5 kg:capacity:specification,19.76
True,full extruder for pet,2,"['extruder:type:specification', 'pet:material:specification']",extruder:type:specification | pet:material:specification,17.25
True,Monobloc Extruder,1,['extruder:type:specification'],extruder:type:specification,19.34
True,Soxtron Oil Estimation System,0,[],,16.51
True,Gxtract 96 Nucleic Acid Extraction System,2,"['gxtract 96:model name/number:specification', 'nucleic acid extraction system:product:specification']",gxtract 96:model name/number:specification | nucleic acid extraction system:product:specification,16.78
True,Bopp film machine,1,['bopp:material:specification'],bopp:material:specification,19.74
True,cashew shell oil extraction plant,2,"['cashew shell oil:usage:specification', 'extraction:machine type:specification']",cashew shell oil:usage:specification | extraction:machine type:specification,17.69
True,cnsl oil extraction plant,1,['oil:usage:specification'],oil:usage:specification,17.86
True,mulching film manufacturing machine,0,[],,17.63
True,extruder machine second hand,1,['second hand:condition:specification'],second hand:condition:specification,17.17
True,extrusion monolayer blown warkig opreterfilm machine,0,[],,18.13
True,"ashok plastic extrusion monolayer blown film machine, for industrial",3,"['ashok:brand:specification', 'monolayer blown film:product:specification', 'plastic:material:specification']",ashok:brand:specification | monolayer blown film:product:specification | plastic:material:specification,27.06
True,580 kg/hr Plastic Blown Film Machine,2,"['580 kg/hr:capacity:specification', 'plastic:material:specification']",580 kg/hr:capacity:specification | plastic:material:specification,17.27
True,WPC Deck Board Extrusion Line,1,['wpc:material:specification'],wpc:material:specification,21.65
True,fully automatic extruder machine,2,"['automatic:automation grade:specification', 'extruder:type:specification']",automatic:automation grade:specification | extruder:type:specification,18.94
True,compounding extruder machine,1,['extruder:type:specification'],extruder:type:specification,17.42
True,Automatic Aqua Regia Gold Refining Plant 100gm to 5kg,2,"['100gm to 5kg:capacity:specification', 'automatic:automation grade:specification']",100gm to 5kg:capacity:specification | automatic:automation grade:specification,21.67
True,Lutein Extraction Plant Manufacturers in India,0,[],,18.15
True,Copper Extrusion Machine,1,['copper:material:specification'],copper:material:specification,17.07
True,manual silver refining plant,3,"['manual:automation grade:specification', 'refining:usage:specification', 'silver:refining material:specification']",manual:automation grade:specification | refining:usage:specification | silver:refining material:specification,17.44
True,ldpe woss masin,1,['ldpe:material:specification'],ldpe:material:specification,17.82
True,ball pen plastic barrel tube extrusion plant,2,"['pen:usage:specification', 'plastic:material:specification']",pen:usage:specification | plastic:material:specification,17.6
True,বালু তোলা মেশিন মডেল ১১২৫,0,[],,39.53
True,Multilayer Blown Film Extrusion Machine,1,['multilayer:layer:specification'],multilayer:layer:specification,22.27
True,sona pakane ki machine,1,['sona pakane:type of namkeen:specification'],sona pakane:type of namkeen:specification,27.09
True,Co Extrusion Blown Film Machinery From India,0,[],,21.41
True,Blown Flim Extrusion Machine,0,[],,16.94
True,alluvial gold washing plant,1,['washing:type:specification'],washing:type:specification,22.34
True,गोल्ड सिल्वर रिफाइनरी,0,[],,18.36
True,गोल्ड रिफाइनरी मशीन,0,[],,17.45
True,honeycomb paper cutting & expanding machine,3,"['cutting:type:specification', 'honeycomb:pattern:specification', 'paper:usage:specification']",cutting:type:specification | honeycomb:pattern:specification | paper:usage:specification,21.94
True,sreaight line filler,1,['line filler:usage:specification'],line filler:usage:specification,17.33
True,50 Kg Silver Electrolysis Refining Machine,2,"['50 kg:capacity:specification', 'refining machine:product:specification']",50 kg:capacity:specification | refining machine:product:specification,17.33
True,Silver refinary,1,['silver:material:specification'],silver:material:specification,17.06
True,Extraction+Plants+and+Extruders,0,[],,17.11
True,Electrical Bitumen Extractor,2,"['bitumen extractor:machine type:specification', 'electrical:power source:specification']",bitumen extractor:machine type:specification | electrical:power source:specification,17.3
True,semi coconut water extractor,2,"['coconut water:usage:specification', 'extractor:machine type:specification']",coconut water:usage:specification | extractor:machine type:specification,24.6
True,Gold and Silver Combined Refining Machine,1,['refining machine:type:specification'],refining machine:type:specification,17.91
True,5 kg gold refining machine,3,"['5 kg:capacity:specification', 'gold:refining material:specification', 'refining machine:type:specification']",5 kg:capacity:specification | gold:refining material:specification | refining machine:type:specification,28.89
True,hand held extruder exon 3 (acp16),2,"['exon 3 (acp16):model name/number:specification', 'hand held extruder:type:specification']",exon 3 (acp16):model name/number:specification | hand held extruder:type:specification,18.26
True,hand held extruder exon 3 acp16,1,['hand held extruder:type:specification'],hand held extruder:type:specification,16.62
True,Aba Multilayer Blown Film Extrusion Machine,2,"['aba:brand:specification', 'multilayer blown film extrusion machine:product:specification']",aba:brand:specification | multilayer blown film extrusion machine:product:specification,31.84
True,Curcumin+Extraction+Machinery,1,['curcumin+extraction+machinery:composition:specification'],curcumin+extraction+machinery:composition:specification,18.17
True,Vented Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,15.84
True,seed solvent plants,1,['solvent:type:specification'],solvent:type:specification,16.72
True,mustard oleoresin extraction plant,1,['mustard oleoresin:usage:specification'],mustard oleoresin:usage:specification,18.83
True,1 Kilogram Automatic Gold Refining Machine,3,"['1 kilogram:capacity:specification', 'automatic:automation grade:specification', 'gold refining:usage:specification']",1 kilogram:capacity:specification | automatic:automation grade:specification | gold refining:usage:specification,18.73
True,boroclear liquid,1,['liquid:form:specification'],liquid:form:specification,27.77
True,tobacco extraction plant,0,[],,17.24
True,refining machine,0,[],,17.1
True,water-extraction-machine,1,['water-extraction-machine:usage:specification'],water-extraction-machine:usage:specification,33.54
True,coconut water extractor,2,"['coconut water:usage:specification', 'extractor:machine type:specification']",coconut water:usage:specification | extractor:machine type:specification,18.1
True,Automatic Coconut Water Extractor,2,"['automatic:automation grade:specification', 'coconut water:usage:specification']",automatic:automation grade:specification | coconut water:usage:specification,22.17
True,herbal extraction plant under 50000 rs,2,"['herbal:product:specification', 'under 50000 rs:capacity:specification']",herbal:product:specification | under 50000 rs:capacity:specification,25.27
True,herbal extraction plant under 50000 rs near kolhapur,1,['50000 rs:capacity:specification'],50000 rs:capacity:specification,17.75
True,herbal extraction plant under 500000 rs,1,['under 500000 rs:capacity:specification'],under 500000 rs:capacity:specification,17.33
True,oil extruder,2,"['extruder:type:specification', 'oil:storage material:specification']",extruder:type:specification | oil:storage material:specification,16.94
True,Extruder machine backup plate,2,"['backup plate:type:specification', 'extruder machine:usage:specification']",backup plate:type:specification | extruder machine:usage:specification,19.27
