query,success,unique_value_count,total_key_count,raw_output,attributes_json
Hydromatik A2F-107 Hydraulic Piston Pump Motor,True,2,8,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Hydromatik"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Hydromatik"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Hydromatik"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Hydromatik"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""A2F-107"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""A2F-107"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""A2F-107"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""A2F-107"", ""key_priority"": 4, ""attribute_priority"": 2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Hydromatik"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Hydromatik"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Hydromatik"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Hydromatik"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""A2F-107"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""A2F-107"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""A2F-107"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""A2F-107"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
Rexroth A2Fo180,True,2,8,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Rexroth"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Rexroth"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Rexroth"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Rexroth"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""A2Fo180"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""A2Fo180"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""A2Fo180"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""A2Fo180"", ""key_priority"": 4, ""attribute_priority"": 2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Rexroth"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Rexroth"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Rexroth"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Rexroth"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""A2Fo180"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""A2Fo180"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""A2Fo180"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""A2Fo180"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
Brueninghaus Hydromatik Rexroth A2Fm-28/61 Hydraulic Piston Motor,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Brueninghaus Hydromatik Rexroth"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Brueninghaus Hydromatik Rexroth"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Brueninghaus Hydromatik Rexroth"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Brueninghaus Hydromatik Rexroth"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""model_number"",""value"":""A2Fm-28/61"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""model_name"",""value"":""A2Fm-28/61"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""model"",""value"":""A2Fm-28/61"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""model_no"",""value"":""A2Fm-28/61"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Brueninghaus Hydromatik Rexroth"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Brueninghaus Hydromatik Rexroth"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Brueninghaus Hydromatik Rexroth"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Brueninghaus Hydromatik Rexroth"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""A2Fm-28/61"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""A2Fm-28/61"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""A2Fm-28/61"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""A2Fm-28/61"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
parker hydraulic motor,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Parker"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Parker"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Parker"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Parker"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Hydraulic Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""Hydraulic Motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Hydraulic Motor"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""device_type"",""value"":""Hydraulic Motor"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Parker"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Parker"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Parker"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Parker"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Hydraulic Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Hydraulic Motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Hydraulic Motor"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""device_type"", ""value"": ""Hydraulic Motor"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
Kirloskar Three Phase Induction Motor,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Kirloskar"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Kirloskar"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Kirloskar"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Kirloskar"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""number_of_phase"",""value"":""Three Phase"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""phase"",""value"":""Three Phase"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""number_of_phase"",""value"":""Three Phase"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""input_phase"",""value"":""Three Phase"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Kirloskar"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Kirloskar"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Kirloskar"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Kirloskar"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_phase"", ""value"": ""Three Phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""phase"", ""value"": ""Three Phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""number_of_phase"", ""value"": ""Three Phase"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""input_phase"", ""value"": ""Three Phase"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
Three Phase Induction Motor,True,1,4,"{""attributes"": [{""attribute_key"": ""phase_type"", ""value"": ""Three Phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""Three Phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_phase"", ""value"": ""Three Phase"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""input_phase"", ""value"": ""Three Phase"", ""key_priority"": 4, ""attribute_priority"": 1}]}","{""attributes"": [{""attribute_key"": ""phase_type"", ""value"": ""Three Phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""Three Phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_phase"", ""value"": ""Three Phase"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""input_phase"", ""value"": ""Three Phase"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
Hanning Motor for Bentone Burner,True,2,8,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Hanning"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Hanning"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Hanning"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Hanning"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""Bentone Burner"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""Bentone Burner"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""Bentone Burner"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""suitable_for"", ""value"": ""Bentone Burner"", ""key_priority"": 4, ""attribute_priority"": 2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Hanning"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Hanning"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Hanning"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Hanning"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""Bentone Burner"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""Bentone Burner"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""Bentone Burner"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""suitable_for"", ""value"": ""Bentone Burner"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
hyundai/kia clutch actuator,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Hyundai/Kia"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Hyundai/Kia"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Hyundai/Kia"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Hyundai/Kia"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Clutch Actuator"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Clutch Actuator"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""device_type"",""value"":""Clutch Actuator"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""usage_application"",""value"":""Clutch Actuator"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Hyundai/Kia"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Hyundai/Kia"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Hyundai/Kia"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Hyundai/Kia"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Clutch Actuator"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Clutch Actuator"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""device_type"", ""value"": ""Clutch Actuator"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""usage_application"", ""value"": ""Clutch Actuator"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
Remi Centrifuge Carbon Brushes,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Remi"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Remi"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Remi"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Remi"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Carbon Brushes"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Carbon Brushes"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""item_type"",""value"":""Carbon Brushes"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""device_type"",""value"":""Carbon Brushes"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Remi"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Remi"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Remi"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Remi"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Carbon Brushes"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Carbon Brushes"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""item_type"", ""value"": ""Carbon Brushes"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""device_type"", ""value"": ""Carbon Brushes"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
2hp motor,True,1,4,"{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""2HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""2HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""2HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""2HP"", ""key_priority"": 4, ""attribute_priority"": 1}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""2HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""2HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""2HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""2HP"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
